user_genome	original_user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016717905.1		d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__						GCA_011055725.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__FeB-14 sp011055725	78.56	0.41	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__	taxonomic classification defined by topology and ANI		GCA_003104995.1, s__FeB-14 sp003104995, 95.0, 77.98, 0.31	88.51	11	0.965132279	
GCA_016717915.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_902826215.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp902826215	80.34	0.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.84, 0.38; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 78.65, 0.32; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.39, 0.28; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 77.92, 0.2; GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 77.8, 0.23; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 77.75, 0.24; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 77.65, 0.17; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.46, 0.19	88.31	11	0.988147974	
GCA_016717925.1		d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__	taxonomic novelty determined using RED			95.26	11	0.908177581	
GCA_016717965.1		d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__						GCA_011390645.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__Palsa-1233 sp011390645	78.57	0.34	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__Palsa-1233;s__	taxonomic classification defined by topology and ANI		GCA_013694695.1, s__Palsa-1233 sp013694695, 95.0, 78.24, 0.29; GCA_003169895.1, s__Palsa-1233 sp003169895, 95.0, 77.77, 0.22	89.06	11	0.923419508	
GCA_016717985.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__	ANI		GCF_002127295.1, s__JJ008 sp002127295, 95.0, 77.48, 0.31; GCA_013140985.1, s__JJ008 sp013140985, 95.0, 77.31, 0.29; GCA_001464625.1, s__JJ008 sp001464625, 95.0, 77.24, 0.28; GCA_902826165.1, s__JJ008 sp902826165, 95.0, 77.2, 0.25; GCA_002400415.1, s__JJ008 sp002400415, 95.0, 76.97, 0.26; GCA_011331705.1, s__JJ008 sp011331705, 95.0, 76.73, 0.19; GCA_002352145.1, s__JJ008 sp002352145, 95.0, 76.64, 0.22; GCA_014190475.1, s__JJ008 sp014190475, 95.0, 76.51, 0.05; GCA_002069045.1, s__JJ008 sp002069045, 95.0, 76.51, 0.14; GCA_903879995.1, s__JJ008 sp903879995, 95.0, 76.29, 0.07; GCA_002378975.1, s__JJ008 sp002378975, 95.0, 76.22, 0.05; GCA_003489485.1, s__JJ008 sp003489485, 95.0, 76.13, 0.08; GCA_005791465.1, s__JJ008 sp005791465, 95.0, 75.9, 0.06; GCA_002342205.1, s__JJ008 sp002342205, 95.0, 75.89, 0.08; GCA_005789565.1, s__JJ008 sp005789565, 95.0, 75.55, 0.04	80.84	11	0.957496017	
GCA_016718005.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__						GCA_013414645.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__OLB8 sp001567405	77.05	0.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification defined by topology and ANI			93.23	11	0.933173383	
GCA_016718015.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED			96.78	11	0.870432737	
GCA_016718035.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__						GCA_002473275.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__UBA7236 sp002473275	81.21	0.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__;s__	taxonomic classification defined by topology and ANI			92.89	11	0.929246556	
GCA_016718045.1		d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	GCA_002473265.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	98.47	0.85	GCA_002473265.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	98.47	0.85	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000299415.1, s__Microthrix parvicella, 95.0, 82.12, 0.61	88.25	11		
GCA_016718065.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ANI		GCA_002482845.1, s__OLB9 sp002482845, 95.0, 77.16, 0.14; GCA_001567255.1, s__OLB9 sp001567255, 95.0, 76.71, 0.05; GCA_014379665.1, s__OLB9 sp014379665, 95.0, 76.01, 0.07	94.44	11	0.941128646	
GCA_016718105.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__						GCA_903878475.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp903878475	77.39	0.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	taxonomic classification defined by topology and ANI		GCA_003455235.1, s__Ferruginibacter sp003455235, 95.0, 77.45, 0.3; GCA_013141115.1, s__Ferruginibacter sp013141115, 95.0, 77.26, 0.24; GCA_014377385.1, s__Ferruginibacter sp014377385, 95.0, 76.79, 0.1; GCA_002336815.1, s__Ferruginibacter sp002336815, 95.0, 76.74, 0.11; GCA_002400445.1, s__Ferruginibacter sp002400445, 95.0, 76.72, 0.09; GCA_002343985.1, s__Ferruginibacter sp002343985, 95.0, 76.68, 0.12; GCA_014379905.1, s__Ferruginibacter sp014379905, 95.0, 76.67, 0.15; GCA_903858475.1, s__Ferruginibacter sp903858475, 95.0, 76.6, 0.12; GCA_001898465.1, s__Ferruginibacter sp001898465, 95.0, 76.54, 0.1; GCA_013141435.1, s__Ferruginibacter sp013141435, 95.0, 76.41, 0.05; GCA_002352045.1, s__Ferruginibacter sp002352045, 95.0, 76.38, 0.1; GCA_903837525.1, s__Ferruginibacter sp903837525, 95.0, 76.36, 0.12; GCA_014379625.1, s__Ferruginibacter sp014379625, 95.0, 76.29, 0.13; GCA_903831575.1, s__Ferruginibacter sp903831575, 95.0, 76.29, 0.08; GCA_903871575.1, s__Ferruginibacter sp903871575, 95.0, 76.22, 0.1; GCA_013298665.1, s__Ferruginibacter sp013298665, 95.0, 76.12, 0.08; GCA_002381005.1, s__Ferruginibacter sp002381005, 95.0, 76.11, 0.11; GCA_009885535.1, s__Ferruginibacter sp009885535, 95.0, 76.1, 0.07; GCA_013288745.1, s__Ferruginibacter sp013288745, 95.0, 76.1, 0.12; GCA_014377975.1, s__Ferruginibacter sp014377975, 95.0, 75.92, 0.11; GCA_003534175.1, s__Ferruginibacter sp003534175, 95.0, 75.86, 0.08	97.68	11	0.93606149	
GCA_016718115.1		d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__						GCA_002414805.1	95.0	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__UBA5070 sp002414805	86.35	0.84	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA5070;f__UBA5070;g__UBA5070;s__	taxonomic classification defined by topology and ANI		GCA_903825275.1, s__UBA5070 sp903825275, 95.0, 78.37, 0.17	92.57	11	0.98386875	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016718125.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED			91.8	11	0.869369007	
GCA_016718135.1		d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__						GCA_001464455.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__OLB17 sp001464455	78.62	0.28	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	taxonomic classification defined by topology and ANI		GCA_002360555.1, s__OLB17 sp002360555, 95.0, 78.16, 0.33; GCA_011388875.1, s__OLB17 sp011388875, 95.0, 77.48, 0.02; GCA_002333435.1, s__OLB17 sp002333435, 95.0, 77.1, 0.13; GCA_013140875.1, s__OLB17 sp013140875, 95.0, 76.83, 0.14; GCA_003223975.1, s__OLB17 sp003223975, 95.0, 76.8, 0.09; GCA_001464665.1, s__OLB17 sp001464665, 95.0, 76.7, 0.13; GCA_902826385.1, s__OLB17 sp902826385, 95.0, 76.68, 0.13; GCA_001567505.1, s__OLB17 sp001567505, 95.0, 76.51, 0.14; GCA_003577445.1, s__OLB17 sp003577445, 95.0, 76.5, 0.12; GCA_003223025.1, s__OLB17 sp003223025, 95.0, 76.47, 0.1; GCA_902826795.1, s__OLB17 sp902826795, 95.0, 76.47, 0.13; GCA_014379075.1, s__OLB17 sp014379075, 95.0, 76.33, 0.12; GCA_002483395.1, s__OLB17 sp002483395, 95.0, 76.33, 0.12; GCA_013695495.1, s__OLB17 sp013695495, 95.0, 76.31, 0.09; GCA_013695195.1, s__OLB17 sp013695195, 95.0, 75.89, 0.08	90.79	11	0.953789328	
GCA_016718155.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__	ANI		GCF_003415675.1, s__Rhodoferax sp003415675, 95.0, 79.43, 0.29; GCA_903828665.1, s__Rhodoferax sp903828665, 95.0, 79.28, 0.39; GCA_002413825.1, s__Rhodoferax sp002413825, 95.0, 79.27, 0.4; GCA_903863395.1, s__Rhodoferax sp903863395, 95.0, 79.26, 0.44; GCF_003347515.1, s__Rhodoferax sp003347515, 95.0, 79.25, 0.35; GCA_002422455.1, s__Rhodoferax sp002422455, 95.0, 79.21, 0.46; GCA_001770935.1, s__Rhodoferax sp001770935, 95.0, 79.19, 0.31; GCA_008015235.1, s__Rhodoferax sp008015235, 95.0, 79.19, 0.35; GCA_903876735.1, s__Rhodoferax sp903876735, 95.0, 79.14, 0.37; GCA_903845935.1, s__Rhodoferax sp903845935, 95.0, 79.09, 0.31; GCA_903839085.1, s__Rhodoferax sp903839085, 95.0, 79.06, 0.42; GCF_002943465.1, s__Rhodoferax sp002943465, 95.0, 79.03, 0.34; GCA_001795455.1, s__Rhodoferax sp001795455, 95.0, 78.98, 0.35; GCF_001955715.1, s__Rhodoferax saidenbachensis, 95.0, 78.97, 0.32; GCA_011391645.1, s__Rhodoferax sp011391645, 95.0, 78.96, 0.42; GCF_005876985.1, s__Rhodoferax bucti, 95.0, 78.94, 0.31; GCA_002842265.1, s__Rhodoferax sp002842265, 95.0, 78.92, 0.37; GCA_903920695.1, s__Rhodoferax sp903920695, 95.0, 78.92, 0.31; GCA_903853895.1, s__Rhodoferax sp903853895, 95.0, 78.91, 0.34; GCA_011391545.1, s__Rhodoferax sp011391545, 95.0, 78.9, 0.37; GCA_903886275.1, s__Rhodoferax sp903886275, 95.0, 78.9, 0.28; GCA_903914175.1, s__Rhodoferax sp903914175, 95.0, 78.87, 0.35; GCF_000013605.1, s__Rhodoferax ferrireducens, 95.0, 78.86, 0.3; GCA_012927445.1, s__Rhodoferax sp012927445, 95.0, 78.8, 0.34; GCA_010365055.1, s__Rhodoferax sp010365055, 95.0, 78.78, 0.33; GCF_002251855.1, s__Rhodoferax sp002251855, 95.0, 78.73, 0.33; GCA_903945325.1, s__Rhodoferax sp903945325, 95.0, 78.73, 0.3; GCF_013416775.1, s__Rhodoferax sp013416775, 95.0, 78.66, 0.29; GCA_903896425.1, s__Rhodoferax sp903896425, 95.0, 78.64, 0.32; GCA_013791765.1, s__Rhodoferax sp013791765, 95.0, 78.64, 0.34; GCA_002786915.1, s__Rhodoferax sp002786915, 95.0, 78.59, 0.28; GCA_903960915.1, s__Rhodoferax sp903960915, 95.0, 78.58, 0.33; GCA_001771065.1, s__Rhodoferax sp001771065, 95.0, 78.57, 0.29; GCA_002789915.1, s__Rhodoferax sp002789915, 95.0, 78.56, 0.36; GCA_009925925.1, s__Rhodoferax sp009925925, 95.0, 78.55, 0.25; GCA_903928635.1, s__Rhodoferax sp903928635, 95.0, 78.51, 0.29; GCF_002017865.1, s__Rhodoferax fermentans, 95.0, 78.5, 0.3; GCA_002256115.1, s__Rhodoferax sp002256115, 95.0, 78.49, 0.24; GCA_002083775.1, s__Rhodoferax ferrireducens_A, 95.0, 78.47, 0.3; GCF_001938565.1, s__Rhodoferax antarcticus, 95.0, 78.45, 0.28; GCA_009693325.1, s__Rhodoferax sp009693325, 95.0, 78.43, 0.32; GCF_002163715.1, s__Rhodoferax sp002163715, 95.0, 78.42, 0.25; GCA_007280205.1, s__Rhodoferax sp007280205, 95.0, 78.41, 0.26; GCA_009922295.1, s__Rhodoferax sp009922295, 95.0, 78.39, 0.27; GCA_013297935.1, s__Rhodoferax sp013297935, 95.0, 78.38, 0.29; GCA_903905735.1, s__Rhodoferax sp903905735, 95.0, 78.36, 0.26; GCA_004293725.1, s__Rhodoferax sp004293725, 95.0, 78.35, 0.27; GCA_903948045.1, s__Rhodoferax sp903948045, 95.0, 78.35, 0.25; GCA_903897005.1, s__Rhodoferax sp903897005, 95.0, 78.34, 0.34; GCA_903897925.1, s__Rhodoferax sp903897925, 95.0, 78.32, 0.28; GCA_903924955.1, s__Rhodoferax sp903924955, 95.0, 78.32, 0.29; GCA_014190675.1, s__Rhodoferax sp014190675, 95.0, 78.32, 0.27; GCA_903894475.1, s__Rhodoferax sp903894475, 95.0, 78.28, 0.25; GCA_002784245.1, s__Rhodoferax sp002784245, 95.0, 78.2, 0.4; GCA_903906695.1, s__Rhodoferax sp903906695, 95.0, 78.16, 0.28; GCA_009924455.1, s__Rhodoferax sp009924455, 95.0, 78.15, 0.29; GCA_008080595.1, s__Rhodoferax sp008080595, 95.0, 78.12, 0.24; GCA_903873485.1, s__Rhodoferax sp903873485, 95.0, 78.1, 0.26; GCA_003133245.1, s__Rhodoferax sp003133245, 95.0, 78.03, 0.33; GCF_006974105.1, s__Rhodoferax sp006974105, 95.0, 78.01, 0.18; GCA_001871515.1, s__Rhodoferax sp001871515, 95.0, 78.01, 0.33; GCA_002390825.1, s__Rhodoferax sp002390825, 95.0, 78.0, 0.26; GCA_903944555.1, s__Rhodoferax sp903944555, 95.0, 77.99, 0.23; GCA_903864505.1, s__Rhodoferax sp903864505, 95.0, 77.98, 0.27; GCA_903886165.1, s__Rhodoferax sp903886165, 95.0, 77.97, 0.33; GCA_002381045.1, s__Rhodoferax sp002381045, 95.0, 77.92, 0.22; GCA_903958915.1, s__Rhodoferax sp903958915, 95.0, 77.91, 0.26; GCA_903876045.1, s__Rhodoferax sp903876045, 95.0, 77.9, 0.2; GCA_903861575.1, s__Rhodoferax sp903861575, 95.0, 77.84, 0.28; GCA_903870955.1, s__Rhodoferax sp903870955, 95.0, 77.82, 0.22; GCA_903954045.1, s__Rhodoferax sp903954045, 95.0, 77.73, 0.24; GCA_903870065.1, s__Rhodoferax sp903870065, 95.0, 77.72, 0.18; GCA_903927295.1, s__Rhodoferax sp903927295, 95.0, 77.69, 0.26; GCA_903869595.1, s__Rhodoferax sp903869595, 95.0, 77.66, 0.23; GCA_903925725.1, s__Rhodoferax sp903925725, 95.0, 77.59, 0.25; GCA_903856025.1, s__Rhodoferax sp903856025, 95.0, 77.55, 0.22; GCA_903859265.1, s__Rhodoferax sp903859265, 95.0, 77.53, 0.22; GCA_903938955.1, s__Rhodoferax sp903938955, 95.0, 77.52, 0.26; GCA_903823025.1, s__Rhodoferax sp903823025, 95.0, 77.51, 0.22; GCA_903840825.1, s__Rhodoferax sp903840825, 95.0, 77.49, 0.25; GCA_903875275.1, s__Rhodoferax sp903875275, 95.0, 77.46, 0.25; GCA_903928325.1, s__Rhodoferax sp903928325, 95.0, 77.46, 0.3; GCA_903951445.1, s__Rhodoferax sp903951445, 95.0, 77.36, 0.23; GCA_903914985.1, s__Rhodoferax sp903914985, 95.0, 77.07, 0.24; GCA_903930255.1, s__Rhodoferax sp903930255, 95.0, 77.02, 0.17; GCF_000477435.1, s__Rhodoferax mobilis, 95.0, 76.86, 0.08; GCA_007279715.1, s__Rhodoferax sp007279715, 95.0, 76.61, 0.12; GCA_903822205.1, s__Rhodoferax sp903822205, 95.0, 76.51, 0.12; GCA_005793295.1, s__Rhodoferax sp005793295, 95.0, 76.45, 0.11; GCA_903920405.1, s__Rhodoferax sp903920405, 95.0, 76.2, 0.08; GCA_903929815.1, s__Rhodoferax sp903929815, 95.0, 76.08, 0.09	91.52	11	0.95157722	
GCA_016718205.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ANI		GCA_002482845.1, s__OLB9 sp002482845, 95.0, 77.59, 0.11; GCA_001567255.1, s__OLB9 sp001567255, 95.0, 76.29, 0.05; GCA_014379665.1, s__OLB9 sp014379665, 95.0, 76.19, 0.07	88.07	11	0.939792448	
GCA_016718215.1		d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__						GCA_011055725.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__FeB-14 sp011055725	78.7	0.41	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2991;f__UBA2991;g__FeB-14;s__	taxonomic classification defined by topology and ANI		GCA_003104995.1, s__FeB-14 sp003104995, 95.0, 77.97, 0.35	89.36	11	0.964963674	
GCA_016718245.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic novelty determined using RED			96.9	11	0.915567633	
GCA_016718265.1		d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__						GCF_000373965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__Uliginosibacterium gangwonense	78.21	0.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Uliginosibacterium;s__	taxonomic classification defined by topology and ANI		GCF_002855595.1, s__Uliginosibacterium sp002855595, 95.0, 79.15, 0.28; GCA_002284945.1, s__Uliginosibacterium carminicum, 95.0, 78.22, 0.22; GCA_002307175.1, s__Uliginosibacterium sp002307175, 95.0, 77.33, 0.17	92.24	11	0.942324934	
GCA_016718275.1		d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__											d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__OLB14;s__	ANI		GCA_013140605.1, s__OLB14 sp013140605, 95.0, 79.44, 0.44; GCA_903914955.1, s__OLB14 sp903914955, 95.0, 78.21, 0.32; GCA_002343775.1, s__OLB14 sp002343775, 95.0, 78.18, 0.28; GCA_013112685.1, s__OLB14 sp013112685, 95.0, 78.01, 0.24; GCA_003599285.1, s__OLB14 sp003599285, 95.0, 77.94, 0.34; GCA_903837815.1, s__OLB14 sp903837815, 95.0, 77.72, 0.28; GCA_013388795.1, s__OLB14 sp013388795, 95.0, 77.67, 0.28; GCA_009885525.1, s__OLB14 sp009885525, 95.0, 77.64, 0.29; GCA_014379595.1, s__OLB14 sp014379595, 95.0, 77.56, 0.27; GCA_900696595.1, s__OLB14 sp900696595, 95.0, 77.06, 0.24; GCA_008363285.1, s__OLB14 sp008363285, 95.0, 77.03, 0.24; GCA_009885945.1, s__OLB14 sp009885945, 95.0, 76.93, 0.13; GCA_011046595.1, s__OLB14 sp011046595, 95.0, 76.45, 0.12; GCA_002345215.1, s__OLB14 sp002345215, 95.0, 76.35, 0.12; GCA_001567105.1, s__OLB14 sp001567105, 95.0, 76.06, 0.1; GCA_003524705.1, s__OLB14 sp003524705, 95.0, 75.71, 0.11	86.36	11	0.964282301	
GCA_016718305.1		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__	taxonomic novelty determined using RED			94.4	11	0.881418145	
GCA_016718315.1		d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__						GCA_001899315.1	95.0	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__Obscuribacter phosphatis	77.5	0.13	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__;s__	taxonomic classification defined by topology and ANI			91.01	11	0.923193954	
