user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_016713735.1	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__											d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__	taxonomic classification fully defined by topology			88.23	11	0.812632217	
GCA_016713765.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__CAINVI01;s__						GCA_903854075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__CAINVI01;s__CAINVI01 sp903854075	76.56	0.06	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic classification defined by topology and ANI			95.31	11	0.890794488	
GCA_016713785.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__											d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification fully defined by topology			92.46	11	0.784308491	
GCA_016713795.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2746795;s__						GCA_002746795.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2746795;s__GCA-2746795 sp002746795	76.27	0.15	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	taxonomic classification defined by topology and ANI			87.93	11	0.910192443	
GCA_016713825.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2699125;s__						GCA_002699125.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__GCA-2699125;s__GCA-2699125 sp002699125	80.77	0.59	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	taxonomic classification defined by topology and ANI			79.85	11	0.968919384	
GCA_016713835.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp009929605	GCA_009929605.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp009929605	99.38	0.88	GCA_009929605.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp009929605	99.38	0.88	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002959755.1, s__Veillonella sp002959755, 95.0, 80.19, 0.37; GCF_900637515.1, s__Veillonella dispar, 95.0, 80.18, 0.37; GCF_002959895.1, s__Veillonella infantium, 95.0, 80.13, 0.36; GCF_013393365.1, s__Veillonella dispar_A, 95.0, 80.12, 0.37; GCF_002959775.1, s__Veillonella rogosae, 95.0, 80.09, 0.35; GCA_900552445.1, s__Veillonella sp900552445, 95.0, 80.05, 0.41; GCF_900187285.1, s__Veillonella rodentium, 95.3196, 80.02, 0.22; GCF_003463825.1, s__Veillonella sp003463825, 95.0, 80.0, 0.37; GCF_902810435.1, s__Veillonella parvula_A, 95.7953, 79.88, 0.34; GCF_002959915.1, s__Veillonella atypica, 95.0, 79.87, 0.34; GCA_900538355.1, s__Veillonella sp900538355, 95.0, 79.74, 0.37; GCF_002959855.1, s__Veillonella denticariosi, 95.3196, 79.71, 0.24; GCA_900545205.1, s__Veillonella sp900545205, 95.0, 79.68, 0.38; GCA_900549845.1, s__Veillonella sp900549845, 95.0, 79.59, 0.34; GCA_900550175.1, s__Veillonella sp900550175, 95.0, 79.58, 0.32; GCF_001078375.1, s__Veillonella tobetsuensis, 95.0, 79.56, 0.34; GCF_000024945.1, s__Veillonella parvula, 95.7953, 79.55, 0.36; GCF_003992125.1, s__Veillonella caviae, 95.0, 79.36, 0.33; GCA_900552715.1, s__Veillonella sp900552715, 95.0, 79.07, 0.35; GCA_900765235.1, s__Veillonella sp900765235, 95.0, 78.54, 0.31; GCA_900757715.1, s__Veillonella sp900757715, 95.4547, 78.27, 0.26; GCA_900556785.1, s__Veillonella sp900556785, 95.0, 78.09, 0.27; GCF_000426745.1, s__Veillonella montpellierensis, 95.0, 78.06, 0.16; GCA_900766125.1, s__Veillonella sp900766125, 95.0, 77.96, 0.27; GCA_900550455.1, s__Veillonella sp900550455, 95.0, 77.52, 0.12; GCA_900549805.1, s__Veillonella sp900549805, 95.0, 76.87, 0.11	74.37	11		
GCA_016713865.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__						GCA_002342985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp002342985	80.84	0.49	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 79.84, 0.31; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 79.52, 0.32; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 79.12, 0.3; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 78.93, 0.28; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.76, 0.31; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 78.66, 0.28; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 78.52, 0.22; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 77.68, 0.21	83.3	11	0.961612622	
GCA_016713875.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__	taxonomic classification defined by topology and ANI		GCA_013360395.1, s__PHOS-HE28 sp013360395, 95.0, 85.02, 0.75; GCA_014584605.1, s__PHOS-HE28 sp014584605, 95.0, 84.83, 0.76; GCA_002342985.1, s__PHOS-HE28 sp002342985, 95.0, 80.63, 0.45; GCA_008016945.1, s__PHOS-HE28 sp008016945, 95.0, 79.39, 0.33; GCA_002360495.1, s__PHOS-HE28 sp002360495, 95.0, 79.3, 0.3; GCA_002482775.1, s__PHOS-HE28 sp002482775, 95.0, 78.74, 0.29; GCA_902826215.1, s__PHOS-HE28 sp902826215, 95.0, 78.53, 0.25; GCA_902825795.1, s__PHOS-HE28 sp902825795, 95.0, 78.53, 0.25; GCA_002396605.1, s__PHOS-HE28 sp002396605, 95.0, 78.24, 0.33	97.1	11	0.973216803	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016713885.1	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Ga0074137;s__						GCA_001464715.1	95.0	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Ga0074137;s__Ga0074137 sp001464715	76.72	0.09	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__;s__	taxonomic classification defined by topology and ANI			84.83	11	0.905293715	
GCA_016713905.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_013140975.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp013140975	76.12	0.05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_002360455.1, s__UBA3362 sp002360455, 95.0, 76.58, 0.04	98.57	11	0.910614761	
GCA_016713925.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__CAINEC01;s__						GCA_903922455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__CAINEC01;s__CAINEC01 sp903922455	77.05	0.17	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__CAINEC01;s__	taxonomic classification defined by topology and ANI		GCA_903847585.1, s__CAINEC01 sp903847585, 95.0, 76.25, 0.05; GCA_903881665.1, s__CAINEC01 sp903881665, 95.0, 76.02, 0.05	89.0	11	0.927532053	
GCA_016713965.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__	ANI		GCA_013141115.1, s__Ferruginibacter sp013141115, 95.0, 76.85, 0.18; GCA_903831575.1, s__Ferruginibacter sp903831575, 95.0, 76.74, 0.09; GCA_903837525.1, s__Ferruginibacter sp903837525, 95.0, 76.7, 0.2; GCA_002400445.1, s__Ferruginibacter sp002400445, 95.0, 76.61, 0.08; GCA_903878475.1, s__Ferruginibacter sp903878475, 95.0, 76.41, 0.09; GCA_001898465.1, s__Ferruginibacter sp001898465, 95.0, 76.4, 0.12; GCA_903858475.1, s__Ferruginibacter sp903858475, 95.0, 76.38, 0.1; GCA_014379905.1, s__Ferruginibacter sp014379905, 95.0, 76.35, 0.11; GCA_002343985.1, s__Ferruginibacter sp002343985, 95.0, 76.33, 0.04; GCA_002352045.1, s__Ferruginibacter sp002352045, 95.0, 76.29, 0.12; GCA_013298665.1, s__Ferruginibacter sp013298665, 95.0, 76.25, 0.04; GCA_002381005.1, s__Ferruginibacter sp002381005, 95.0, 76.23, 0.1; GCA_014377975.1, s__Ferruginibacter sp014377975, 95.0, 76.13, 0.12; GCA_014377385.1, s__Ferruginibacter sp014377385, 95.0, 76.1, 0.08; GCA_003455235.1, s__Ferruginibacter sp003455235, 95.0, 76.09, 0.04; GCA_009885535.1, s__Ferruginibacter sp009885535, 95.0, 76.08, 0.08; GCA_903871575.1, s__Ferruginibacter sp903871575, 95.0, 76.08, 0.1; GCA_013288745.1, s__Ferruginibacter sp013288745, 95.0, 76.06, 0.12; GCA_014379625.1, s__Ferruginibacter sp014379625, 95.0, 75.91, 0.11; GCA_013141435.1, s__Ferruginibacter sp013141435, 95.0, 75.8, 0.09; GCA_003534175.1, s__Ferruginibacter sp003534175, 95.0, 75.76, 0.05; GCA_002336815.1, s__Ferruginibacter sp002336815, 95.0, 75.72, 0.05	85.27	11	0.917122067	
GCA_016713985.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__						GCA_011331955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__M3007 sp011331955	77.11	0.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__	taxonomic classification defined by topology and ANI		GCA_903933805.1, s__M3007 sp903933805, 95.0, 76.48, 0.08; GCA_006226345.1, s__M3007 sp006226345, 95.0, 76.19, 0.08; GCA_903905445.1, s__M3007 sp903905445, 95.0, 76.15, 0.08; GCA_014379065.1, s__M3007 sp014379065, 95.0, 76.01, 0.08; GCA_013298845.1, s__M3007 sp013298845, 95.0, 75.94, 0.07; GCA_903925535.1, s__M3007 sp903925535, 95.0, 75.85, 0.05; GCA_903836265.1, s__M3007 sp903836265, 95.0, 75.84, 0.06; GCA_011368025.1, s__M3007 sp011368025, 95.0, 75.76, 0.06	84.4	11	0.94572092	
GCA_016714005.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__	taxonomic novelty determined using RED			73.34	11	0.841715887	
GCA_016714015.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__PNKF01;s__						GCA_902825965.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__PNKF01;s__PNKF01 sp902825965	80.9	0.58	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__PNKF01;s__	taxonomic classification defined by topology and ANI		GCA_011525845.1, s__PNKF01 sp011525845, 95.0, 81.07, 0.61; GCA_903906325.1, s__PNKF01 sp903906325, 95.0, 79.72, 0.66; GCA_013822285.1, s__PNKF01 sp013822285, 95.0, 78.69, 0.46	93.23	11	0.958830856	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016714025.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_002360455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp002360455	75.98	0.03	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_013140975.1, s__UBA3362 sp013140975, 95.0, 76.05, 0.05	96.37	11	0.905538408	
GCA_016714045.1	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__											d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__	taxonomic novelty determined using RED			80.23	11	0.841745424	
GCA_016714085.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABWBR01;s__						GCA_013360405.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABWBR01;s__JABWBR01 sp013360405	76.33	0.03	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification defined by topology and ANI			81.06	11	0.863296506	
GCA_016714095.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea sp008011925	GCA_008011925.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea sp008011925	98.12	0.87	GCA_008011925.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea sp008011925	98.12	0.87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_012927165.1, s__Zoogloea sp012927165, 95.0, 84.04, 0.62; GCA_009026175.1, s__Zoogloea sp009026175, 95.0, 83.97, 0.56; GCF_006539865.1, s__Zoogloea ramigera, 95.0, 83.41, 0.57; GCF_008107625.1, s__Zoogloea oleivorans, 95.0, 83.27, 0.58; GCF_009469605.1, s__Zoogloea sp009469605, 95.0, 83.15, 0.57; GCF_002028455.1, s__Zoogloea sp002028455, 95.0, 82.53, 0.54	82.19	11		
GCA_016714125.1	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UTCHB3;s__											d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	taxonomic novelty determined using RED			81.6	11	0.938867648	
GCA_016714145.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__;s__	taxonomic novelty determined using RED			95.93	11	0.868099401	
GCA_016714155.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__						GCA_903912485.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__CAIWHR01 sp903912485	81.68	0.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__	taxonomic classification defined by topology and ANI		GCA_010365205.1, s__CAIWHR01 sp010365205, 95.0, 80.19, 0.52	86.4	11	0.921139794	
GCA_016714165.1	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__;s__											d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__;s__	taxonomic classification fully defined by topology			92.56	11	0.738315122	
GCA_016714175.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_002360455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp002360455	78.51	0.08	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_013140975.1, s__UBA3362 sp013140975, 95.0, 76.17, 0.03	96.76	11	0.92305377	
GCA_016714225.1	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__											d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__	taxonomic classification fully defined by topology			86.68	11	0.826604902	
GCA_016714245.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA2475;s__						GCA_013288385.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA2475;s__UBA2475 sp013288385	77.97	0.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__B-17BO;g__UBA2475;s__	taxonomic classification defined by topology and ANI		GCA_013816615.1, s__UBA2475 sp013816615, 95.0, 77.19, 0.17; GCF_002319075.1, s__UBA2475 sp002319075, 95.0, 77.03, 0.09; GCA_013697245.1, s__UBA2475 sp013697245, 95.0, 76.9, 0.14; GCA_002342065.1, s__UBA2475 sp002342065, 95.0, 76.9, 0.16; GCA_013298715.1, s__UBA2475 sp013298715, 95.0, 76.53, 0.1; GCA_013816895.1, s__UBA2475 sp013816895, 95.0, 76.31, 0.08; GCA_005787585.1, s__UBA2475 sp005787585, 95.0, 76.29, 0.09; GCA_013297775.1, s__UBA2475 sp013297775, 95.0, 75.81, 0.07; GCA_009927275.1, s__UBA2475 sp009927275, 95.0, 75.66, 0.05	81.81	11	0.97036851	
GCA_016714265.1	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__											d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	ANI		GCA_001464665.1, s__OLB17 sp001464665, 95.0, 77.24, 0.12; GCA_002360555.1, s__OLB17 sp002360555, 95.0, 77.16, 0.22; GCA_001464455.1, s__OLB17 sp001464455, 95.0, 76.91, 0.12; GCA_011388875.1, s__OLB17 sp011388875, 95.0, 76.9, 0.04; GCA_003223975.1, s__OLB17 sp003223975, 95.0, 76.7, 0.08; GCA_902826385.1, s__OLB17 sp902826385, 95.0, 76.68, 0.08; GCA_002333435.1, s__OLB17 sp002333435, 95.0, 76.61, 0.1; GCA_002483395.1, s__OLB17 sp002483395, 95.0, 76.51, 0.09; GCA_001567505.1, s__OLB17 sp001567505, 95.0, 76.5, 0.12; GCA_003223025.1, s__OLB17 sp003223025, 95.0, 76.49, 0.09; GCA_902826795.1, s__OLB17 sp902826795, 95.0, 76.41, 0.08; GCA_014379075.1, s__OLB17 sp014379075, 95.0, 76.23, 0.08; GCA_013140875.1, s__OLB17 sp013140875, 95.0, 76.22, 0.13; GCA_003577445.1, s__OLB17 sp003577445, 95.0, 76.2, 0.12; GCA_013695495.1, s__OLB17 sp013695495, 95.0, 76.18, 0.09; GCA_013695195.1, s__OLB17 sp013695195, 95.0, 75.91, 0.07	90.45	11	0.931753026	
GCA_016714275.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__											d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__	ANI		GCF_001997345.1, s__Arachnia aquimaris, 95.0, 81.02, 0.45; GCF_014489575.1, s__Arachnia defluvii, 95.0, 80.93, 0.42; GCF_001998865.1, s__Arachnia flavescens, 95.0, 80.66, 0.44; GCA_011174705.1, s__Arachnia sp011174705, 95.0, 80.58, 0.45; GCF_001693815.1, s__Arachnia lapidicapta, 95.0, 80.3, 0.48; GCA_012837465.1, s__Arachnia sp012837465, 95.0, 80.21, 0.55; GCF_000826065.2, s__Arachnia massiliensis, 95.0, 80.05, 0.44; GCF_001956895.1, s__Arachnia sp001956895, 95.0, 79.89, 0.44; GCF_014164775.1, s__Arachnia sp014164775, 95.0, 79.8, 0.4; GCF_900141915.1, s__Arachnia bendigoensis, 95.0, 79.73, 0.37; GCF_001997295.1, s__Arachnia flava, 95.0, 79.63, 0.42; GCF_900103275.1, s__Arachnia oleiagri, 95.0, 79.42, 0.38; GCF_007197885.1, s__Arachnia rhinocerotis, 95.0, 79.02, 0.33; GCF_000619965.1, s__Arachnia sp000619965, 95.0, 79.01, 0.42; GCA_012514785.1, s__Arachnia sp012514785, 95.0, 78.62, 0.38; GCF_900607225.1, s__Arachnia sp900607225, 95.0, 78.57, 0.21; GCF_003688855.1, s__Arachnia antarctica, 95.0, 78.56, 0.25; GCF_900637725.1, s__Arachnia propionica, 95.0, 78.42, 0.21; GCF_003932785.1, s__Arachnia propionica_B, 95.0, 78.38, 0.28; GCF_003859805.1, s__Arachnia propionica_C, 95.0, 78.34, 0.27; GCF_003932855.1, s__Arachnia sp003932855, 95.0, 78.11, 0.28; GCF_900343145.1, s__Arachnia timonensis, 95.0, 78.01, 0.29; GCA_002748325.1, s__Arachnia propionica_A, 95.0, 77.84, 0.27; GCA_013333735.2, s__Arachnia sp013333735, 95.0, 77.47, 0.21; GCA_013333945.2, s__Arachnia sp013333945, 95.0, 77.38, 0.17	95.2	11	0.956303597	
GCA_016714285.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__						GCA_013812955.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__Nannocystis sp013812955	83.38	0.7	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__	taxonomic classification defined by topology and ANI		GCF_002343915.1, s__Nannocystis exedens, 95.0, 79.67, 0.56	86.76	11	0.946159724	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_016714295.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__						GCA_001724275.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__SCN-70-22 sp001724275	81.49	0.64	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__	taxonomic classification defined by topology and ANI		GCA_014379705.1, s__SCN-70-22 sp014379705, 95.0, 77.59, 0.29; GCA_902826615.1, s__SCN-70-22 sp902826615, 95.0, 77.18, 0.22	91.98	11	0.946677254	
GCA_016714315.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic novelty determined using RED			95.04	11	0.876241083	
GCA_016714365.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__						GCA_013140975.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__UBA3362 sp013140975	76.24	0.05	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__	taxonomic classification defined by topology and ANI		GCA_002360455.1, s__UBA3362 sp002360455, 95.0, 76.32, 0.04	97.56	11	0.910539489	
GCA_016714375.1	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__						GCA_001899315.1	95.0	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__Obscuribacter phosphatis	77.56	0.13	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__;s__	taxonomic classification defined by topology and ANI			87.65	11	0.924042999	
GCA_016714385.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__						GCA_013414645.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__OLB8 sp001567405	76.92	0.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	taxonomic classification defined by topology and ANI			86.54	11	0.934938859	
GCA_016714425.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__											d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__	taxonomic novelty determined using RED			94.22	11	0.911098275	
GCA_016714445.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__	ANI		GCA_002482845.1, s__OLB9 sp002482845, 95.0, 79.89, 0.17; GCA_014379665.1, s__OLB9 sp014379665, 95.0, 77.11, 0.18; GCA_001567255.1, s__OLB9 sp001567255, 95.0, 76.31, 0.07	95.91	11	0.94529967	
GCA_016714465.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__J036;g__;s__											d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Thermoflexales;f__J036;g__;s__	taxonomic novelty determined using RED			81.44	11	0.866409376	
