BGC,Accession ID,Description,Product Prediction,BiG-SCAPE class,Organism,Taxonomy,genome_id,group
JADJMO010000001.region002,JADJMO010000001,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,RiPP-like,RiPPs,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000001.region003,JADJMO010000001,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,terpene,Terpene,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000004.region001,JADJMO010000004,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,arylpolyene,Others,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000006.region001,JADJMO010000006,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,arylpolyene,Others,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000009.region001,JADJMO010000009,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,phosphonate,Others,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000010.region001,JADJMO010000010,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,indole,Others,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000015.region001,JADJMO010000015,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,RiPP-like,RiPPs,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000015.region002,JADJMO010000015,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,RiPP-like,RiPPs,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000018.region001,JADJMO010000018,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,NRPS-like,NRPS,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000021.region001,JADJMO010000021,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,RiPP-like,RiPPs,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJMO010000031.region001,JADJMO010000031,Myxococcales bacterium strain EsbW_18-Q3-R4-48_BATAC.438,RiPP-like,RiPPs,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,,,",GCA_016709545,Aalborg
JADJNN010000001.region001,JADJNN010000001,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,arylpolyene,Others,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000001.region002,JADJNN010000001,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,terpene,Terpene,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000001.region003,JADJNN010000001,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,RiPP-like,RiPPs,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000001.region004,JADJNN010000001,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,RiPP-like,RiPPs,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000001.region005,JADJNN010000001,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,terpene,Terpene,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000001.region006,JADJNN010000001,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,NRPS-like,NRPS,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000003.region001,JADJNN010000003,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,RiPP-like,RiPPs,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000004.region001,JADJNN010000004,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,PKS-like,PKSother,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000008.region001,JADJNN010000008,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,arylpolyene,Others,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000009.region001,JADJNN010000009,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,NRPS-like.T1PKS,PKS-NRP_Hybrids,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000010.region001,JADJNN010000010,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,arylpolyene,Others,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000019.region001,JADJNN010000019,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,LAP.thiopeptide,RiPPs,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000020.region001,JADJNN010000020,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,terpene,Terpene,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000023.region001,JADJNN010000023,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,terpene,Terpene,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000038.region001,JADJNN010000038,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,terpene,Terpene,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000042.region001,JADJNN010000042,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,RiPP-like,RiPPs,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNN010000042.region002,JADJNN010000042,Nannocystis sp. strain EsbW_18-Q3-R4-48_MAXAC.145,terpene,Terpene,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016714285,Aalborg
JADJNS010000001.region001,JADJNS010000001,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,arylpolyene,Others,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000003.region001,JADJNS010000003,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,LAP.thiopeptide.thioamitides,Others,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000004.region001,JADJNS010000004,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,RiPP-like,RiPPs,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000005.region001,JADJNS010000005,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,NRPS,NRPS,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000006.region001,JADJNS010000006,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,RiPP-like,RiPPs,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000006.region002,JADJNS010000006,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,terpene,Terpene,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000007.region001,JADJNS010000007,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,T3PKS,PKSother,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000009.region001,JADJNS010000009,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,NRPS,NRPS,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000009.region002,JADJNS010000009,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,thiopeptide,RiPPs,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000010.region001,JADJNS010000010,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,terpene,Terpene,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000010.region002,JADJNS010000010,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,NRPS-like.T1PKS.lanthipeptide-class-i,Others,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000012.region001,JADJNS010000012,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,thioamitides,Others,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000014.region001,JADJNS010000014,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,NRPS-like.thiopeptide.RRE-containing,Others,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000018.region001,JADJNS010000018,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,NRPS-like.T1PKS.NRPS,PKS-NRP_Hybrids,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000019.region001,JADJNS010000019,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,terpene.arylpolyene,Others,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000020.region001,JADJNS010000020,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,terpene,Terpene,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000020.region002,JADJNS010000020,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,RRE-containing,RiPPs,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000020.region003,JADJNS010000020,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,RRE-containing,RiPPs,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000025.region001,JADJNS010000025,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,T1PKS,PKSI,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000028.region001,JADJNS010000028,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,NRPS-like,NRPS,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000031.region001,JADJNS010000031,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,lanthipeptide-class-v,RiPPs,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000035.region001,JADJNS010000035,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,terpene,Terpene,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJNS010000037.region001,JADJNS010000037,Archangiaceae bacterium strain EsbW_18-Q3-R4-48_MAXAC.252,arylpolyene,Others,Archangiaceae bacterium,"Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,,",GCA_016714225,Aalborg
JADJOR010000001.region001,JADJOR010000001,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BAT3C.701,arylpolyene,Others,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA9160,UBA9160,UBA4427,,",GCA_016713665,Aalborg
JADJOR010000002.region001,JADJOR010000002,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BAT3C.701,T3PKS,PKSother,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA9160,UBA9160,UBA4427,,",GCA_016713665,Aalborg
JADJOR010000005.region001,JADJOR010000005,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BAT3C.701,ectoine,Others,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA9160,UBA9160,UBA4427,,",GCA_016713665,Aalborg
JADJOR010000005.region002,JADJOR010000005,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BAT3C.701,betalactone,Others,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA9160,UBA9160,UBA4427,,",GCA_016713665,Aalborg
JADJOR010000008.region001,JADJOR010000008,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BAT3C.701,NRPS-like,NRPS,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA9160,UBA9160,UBA4427,,",GCA_016713665,Aalborg
JADJOR010000009.region001,JADJOR010000009,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BAT3C.701,RiPP-like,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA9160,UBA9160,UBA4427,,",GCA_016713665,Aalborg
JADJPE010000005.region001,JADJPE010000005,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BATAC.308,T1PKS,PKSI,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA727,,,,",GCA_016713425,Aalborg
JADJPE010000005.region002,JADJPE010000005,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BATAC.308,NRPS-like,NRPS,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA727,,,,",GCA_016713425,Aalborg
JADJPE010000005.region003,JADJPE010000005,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BATAC.308,RiPP-like,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA727,,,,",GCA_016713425,Aalborg
JADJPE010000005.region004,JADJPE010000005,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BATAC.308,NRPS-like.T1PKS,PKS-NRP_Hybrids,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA727,,,,",GCA_016713425,Aalborg
JADJPE010000005.region005,JADJPE010000005,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BATAC.308,T1PKS,PKSI,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA727,,,,",GCA_016713425,Aalborg
JADJPE010000005.region006,JADJPE010000005,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_BATAC.308,betalactone.NRPS,Others,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,UBA727,,,,",GCA_016713425,Aalborg
JADJQN010000001.region001,JADJQN010000001,Sandaracinaceae bacterium strain Fred_18-Q3-R57-64_MAXAC.276,arylpolyene,Others,Sandaracinaceae bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,",GCA_016712745,Aalborg
JADJQN010000001.region002,JADJQN010000001,Sandaracinaceae bacterium strain Fred_18-Q3-R57-64_MAXAC.276,RiPP-like,RiPPs,Sandaracinaceae bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,",GCA_016712745,Aalborg
JADJQN010000001.region003,JADJQN010000001,Sandaracinaceae bacterium strain Fred_18-Q3-R57-64_MAXAC.276,ranthipeptide,RiPPs,Sandaracinaceae bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,",GCA_016712745,Aalborg
JADJQN010000003.region001,JADJQN010000003,Sandaracinaceae bacterium strain Fred_18-Q3-R57-64_MAXAC.276,NRPS,NRPS,Sandaracinaceae bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,",GCA_016712745,Aalborg
JADJQN010000003.region002,JADJQN010000003,Sandaracinaceae bacterium strain Fred_18-Q3-R57-64_MAXAC.276,terpene,Terpene,Sandaracinaceae bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,",GCA_016712745,Aalborg
JADJQN010000004.region001,JADJQN010000004,Sandaracinaceae bacterium strain Fred_18-Q3-R57-64_MAXAC.276,ladderane,Others,Sandaracinaceae bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,",GCA_016712745,Aalborg
JADJQN010000015.region001,JADJQN010000015,Sandaracinaceae bacterium strain Fred_18-Q3-R57-64_MAXAC.276,RiPP-like,RiPPs,Sandaracinaceae bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,",GCA_016712745,Aalborg
JADJQX010000001.region001,JADJQX010000001,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,hglE-KS.T1PKS,PKSother,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000001.region002,JADJQX010000001,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,redox-cofactor,Others,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000001.region003,JADJQX010000001,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,hglE-KS,PKSother,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000001.region004,JADJQX010000001,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,RiPP-like,RiPPs,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000006.region001,JADJQX010000006,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,phosphonate,Others,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000007.region001,JADJQX010000007,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,RRE-containing,RiPPs,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000007.region002,JADJQX010000007,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,RiPP-like,RiPPs,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000007.region003,JADJQX010000007,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,arylpolyene,Others,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000007.region004,JADJQX010000007,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,ladderane,Others,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000008.region001,JADJQX010000008,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,terpene,Terpene,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJQX010000008.region002,JADJQX010000008,Myxococcales bacterium strain Fred_18-Q3-R57-64_MAXAC.347,NRPS-like,NRPS,Myxococcales bacterium,"Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,",GCA_016712525,Aalborg
JADJRA010000001.region001,JADJRA010000001,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,indole,Others,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000001.region002,JADJRA010000001,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,indole,Others,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000001.region003,JADJRA010000001,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,RiPP-like,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000001.region004,JADJRA010000001,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,NRPS-like,NRPS,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000001.region005,JADJRA010000001,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,RiPP-like,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000001.region006,JADJRA010000001,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,arylpolyene,Others,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000001.region007,JADJRA010000001,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,arylpolyene,Others,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000003.region001,JADJRA010000003,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,NRPS-like,NRPS,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000003.region002,JADJRA010000003,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,lanthipeptide-class-i,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000004.region001,JADJRA010000004,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,terpene,Terpene,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000004.region002,JADJRA010000004,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,RiPP-like,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000007.region001,JADJRA010000007,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,terpene,Terpene,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000007.region002,JADJRA010000007,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,thiopeptide,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000008.region001,JADJRA010000008,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,RiPP-like,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000008.region002,JADJRA010000008,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,RiPP-like,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000008.region003,JADJRA010000008,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,T3PKS,PKSother,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000008.region004,JADJRA010000008,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,terpene,Terpene,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000011.region001,JADJRA010000011,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,RiPP-like,RiPPs,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRA010000013.region001,JADJRA010000013,Deltaproteobacteria bacterium strain Fred_18-Q3-R57-64_MAXAC.359,terpene,Terpene,Deltaproteobacteria bacterium,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,",GCA_016712475,Aalborg
JADJRG010000013.region001,JADJRG010000013,Nannocystis sp. strain Fred_18-Q3-R57-64_MAXAC.384,other,Others,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016712315,Aalborg
JADJRG010000013.region002,JADJRG010000013,Nannocystis sp. strain Fred_18-Q3-R57-64_MAXAC.384,terpene,Terpene,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016712315,Aalborg
JADJRG010000013.region003,JADJRG010000013,Nannocystis sp. strain Fred_18-Q3-R57-64_MAXAC.384,RiPP-like,RiPPs,Nannocystis sp.,"Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,",GCA_016712315,Aalborg
