BGC,Accession ID,Description,Product Prediction,BiG-SCAPE class,Organism,Taxonomy,genome_id,group
BGC0001428.1,BGC0001428.1,"Myxococcus xanthus strain Mx48 myxochromide A biosynthetic gene cluster, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Myxococcus xanthus,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus",,MIBIG
BGC0001429.1,BGC0001429.1,"Stigmatella aurantiaca DW4/3-1 myxochromide S biosynthetic gene cluster, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Stigmatella aurantiaca DW4/3-1,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella",,MIBIG
BGC0001430.1,BGC0001430.1,"Stigmatella aurantiaca Sg a15 myxochromide S biosynthetic gene cluster, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Stigmatella aurantiaca Sg a15,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella",,MIBIG
BGC0001431.1,BGC0001431.1,"Stigmatella aurantiaca strain Sg a32 myxochromide S biosynthetic gene cluster, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Stigmatella aurantiaca,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella",,MIBIG
BGC0001432.1,BGC0001432.1,"Stigmatella erecta strain Pde77 myxochromide D subtype 1 biosynthetic gene cluster, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Stigmatella erecta,"Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella",,MIBIG
BGC0001433.1,BGC0001433.1,Streptomyces argillaceus argimycin P biosynthesis gene cluster,T1PKS,PKSI,Streptomyces argillaceus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001434.1,BGC0001434.1,"Xenorhabdus budapestensis strain DSM 16342 nonribosomal peptide synthetase BudA, nonribosomal peptide synthetase BudB, and nonribosomal peptide synthetase BudC genes, complete cds",NRPS,NRPS,Xenorhabdus budapestensis,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus",,MIBIG
BGC0001435.1,BGC0001435.1,"Streptomyces sp. ZJ306 hydroxylase, deacetylase, and hypothetical proteins genes, complete cds; ikarugamycin gene cluster, complete sequence; and GCN5-related N-acetyltransferase, hypothetical protein, asparagine synthase, transcriptional regulator, ABC transporter, hypothetical proteins, putative membrane transport protein, putative acetyltransferase, cytochrome P450, putative alpha-glucosidase, phosphoketolase, helix-turn-helix domain-containing protein, membrane protein, NAD-dependent epimerase/dehydratase, RNA polymerase, sigma-24 subunit, and hypothetical proteins genes, complete cds",T1PKS.NRPS.lassopeptide,Others,Streptomyces sp. ZJ306,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001436.1,BGC0001436.1,"Paecilomyces divaricatus cornexistin biosynthetic gene cluster, partial sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Paecilomyces divaricatus,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Paecilomyces",,MIBIG
BGC0001437.1,BGC0001437.1,"Pseudomonas fluorescens obafluorin biosynthesis gene cluster, complete sequence",NRPS.hserlactone,Others,Pseudomonas fluorescens,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0001438.1,BGC0001438.1,"Streptomyces sp. CS057 genomic scaffold scaffold00001, whole genome shotgun sequence",T2PKS.oligosaccharide,Others,Streptomyces sp. CS057,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001439.1,BGC0001439.1,"Streptomyces sp. CS113 genomic scaffold scaffold00001, whole genome shotgun sequence",T2PKS.PKS-like.oligosaccharide,Others,Streptomyces sp. CS113,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001440.1,BGC0001440.1,"Kitasatospora cystarginea strain JCM 7356 alpha/beta hydrolase gene, complete cds; cys gene cluster, complete sequence; and 3-oxoacyl-ACP synthase gene, complete cds",betalactone,Others,Kitasatospora cystarginea,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora",,MIBIG
BGC0001441.1,BGC0001441.1,"Streptomyces sp. strain UCK 14 glyoxalase gene, complete cds; bel gene cluster, complete sequence; and SAM-dependent methyltransferase gene, complete cds",betalactone,Others,Streptomyces sp.,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001442.1,BGC0001442.1,"Streptomyces sp. strain ATCC 14903 actinonin biosynthetic gene cluster, complete sequence",NRPS,NRPS,Streptomyces sp.,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001443.1,BGC0001443.1,"Actinomadura atramentaria DSM 43919 strain SF2197 G339DRAFT_scaffold00017.17, whole genome shotgun sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Actinomadura atramentaria DSM 43919,"Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura",,MIBIG
BGC0001444.1,BGC0001444.1,"Streptomyces sp. NTK 937 contig00001, whole genome shotgun sequence",PKS-like,PKSother,Streptomyces sp. NTK 937,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001445.1,BGC0001445.1,"Aspergillus flavus NRRL3357 scf_1106286418500 genomic scaffold, whole genome shotgun sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Aspergillus flavus NRRL3357,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0001446.1,BGC0001446.1,"Aspergillus flavus NRRL3357 scf_1106286418772 genomic scaffold, whole genome shotgun sequence",T1PKS,PKSI,Aspergillus flavus NRRL3357,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0001447.1,BGC0001447.1,"Saccharomonospora azurea SZMC 14600 contig216, whole genome shotgun sequence",T1PKS,PKSI,Saccharomonospora azurea SZMC 14600,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora",,MIBIG
BGC0001448.1,BGC0001448.1,"Uncultured bacterium malacidin biosynthetic gene cluster, complete sequence",NRPS,NRPS,uncultured bacterium,"Bacteria,environmental samples",,MIBIG
BGC0001449.1,BGC0001449.1,"Myceliophthora thermophila ATCC 42464 chromosome 3, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Thermothelomyces thermophilus ATCC 42464,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Thermothelomyces",,MIBIG
BGC0001451.1,BGC0001451.1,"Candidatus Burkholderia crenata strain UZHbot9 map unlocalized plasmid pBCRE02, whole genome shotgun sequence",NRPS,NRPS,Candidatus Burkholderia crenata,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia",,MIBIG
BGC0001452.1,BGC0001452.1,Streptomyces sp. CS149 genomic DNA containing Sipanmycin biosynthesis gene cluster region,T1PKS.oligosaccharide,Others,Streptomyces sp. CS149,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001453.1,BGC0001453.1,"Streptomyces argillaceus genomic DNA containing Desferrioxamine biosynthesis gene cluster region, strain ATCC 12956",siderophore,Others,Streptomyces argillaceus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001454.1,BGC0001454.1,"Streptomyces argillaceus genomic DNA containing Germicidin biosynthesis gene cluster region, strain ATCC 12956",T3PKS,PKSother,Streptomyces argillaceus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001455.1,BGC0001455.1,"Streptomyces argillaceus genomic DNA containing Antimycin biosynthesis gene cluster, anta region, strain ATCC 12956",T1PKS.NRPS,PKS-NRP_Hybrids,Streptomyces argillaceus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001456.1,BGC0001456.1,"Streptomyces argillaceus genomic DNA containing Isorenieratene biosynthesis gene cluster region, strain ATCC 12956",terpene,Terpene,Streptomyces argillaceus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001457.1,BGC0001457.1,"Streptomyces caniferus genomic DNA containing Jomthonic acids biosynthesis gene cluster region, strain GUA-06-05-006A",T1PKS.NRPS,PKS-NRP_Hybrids,Streptomyces caniferus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001458.1,BGC0001458.1,"Salinispora tropica CNB-440, complete genome",butyrolactone,Others,Salinispora tropica CNB-440,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora",,MIBIG
BGC0001459.1,BGC0001459.1,"Amycolatopsis regifaucium strain GY080 contig_7, whole genome shotgun sequence",T3PKS.NRPS,PKS-NRP_Hybrids,Amycolatopsis regifaucium,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0001460.1,BGC0001460.1,"Amycolatopsis decaplanina DSM 44594 Contig0074, whole genome shotgun sequence",T3PKS.NRPS,PKS-NRP_Hybrids,Amycolatopsis decaplanina DSM 44594,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0001461.1,BGC0001461.1,"Amycolatopsis keratiniphila subsp. nogabecina strain FH 1893 contig_22, whole genome shotgun sequence",T3PKS.NRPS,PKS-NRP_Hybrids,Amycolatopsis keratiniphila subsp. nogabecina,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0001462.1,BGC0001462.1,"Amycolatopsis coloradensis strain DSM 44225 contig_6, whole genome shotgun sequence",T3PKS.NRPS,PKS-NRP_Hybrids,Amycolatopsis coloradensis,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0001463.1,BGC0001463.1,"Pseudoalteromonas piscicida strain A757 bmp gene cluster, complete sequence",,Others,Pseudoalteromonas piscicida,"Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas",,MIBIG
BGC0001464.1,BGC0001464.1,"Pseudoalteromonas sp. PS5 pyrrole gene cluster, complete sequence",,Others,Pseudoalteromonas sp. PS5,"Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas",,MIBIG
BGC0001465.1,BGC0001465.1,"Marinomonas mediterranea MMB-1, complete sequence",PBDE,Others,Marinomonas mediterranea MMB-1,"Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas",,MIBIG
BGC0001467.1,BGC0001467.1,"Fischerella sp. PCC 9431 Fis9431DRAFT_Scaffold1.2, whole genome shotgun sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Fischerella sp. PCC 9431,"Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella",,MIBIG
BGC0001468.1,BGC0001468.1,"Streptomyces cinnamoneus strain DSM 41675 NODE_1_length_6463510_cov_311.439, whole genome shotgun sequence",CDPS,Others,Streptomyces cinnamoneus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cinnamoneus group",,MIBIG
BGC0001469.1,BGC0001469.1,"Brevibacillus sp. Leaf182 182_CLC_4_consensus, whole genome shotgun sequence",NRPS,NRPS,Brevibacillus sp. Leaf182,"Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus",,MIBIG
BGC0001470.1,BGC0001470.1,"Brevibacillus sp. Leaf182 182_CLC_21_consensus, whole genome shotgun sequence",transAT-PKS.transAT-PKS-like.PKS-like,PKSother,Brevibacillus sp. Leaf182,"Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus",,MIBIG
BGC0001471.1,BGC0001471.1,"Amycolatopsis saalfeldensis strain DSM 44993, whole genome shotgun sequence",thiopeptide,RiPPs,Amycolatopsis saalfeldensis,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0001472.1,BGC0001472.1,"Streptomyces bernensis strain UC 5144 S12 ribosomal protein (S12), S7 ribosomal protein (S7), elongation factor G (EF-G), and elongation factor Tu (EF-Tu) genes, complete cds; berninamycin gene cluster, complete sequence; and LmbE family protein gene, partial cds",thiopeptide.LAP,RiPPs,Streptomyces bernensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001473.1,BGC0001473.1,"Micromonospora arborensis strain NRRL 8041 Micromonospora_arborensis_8041_contig_27, whole genome shotgun sequence",thiopeptide.TfuA-related,RiPPs,Micromonospora arborensis,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora",,MIBIG
BGC0001474.1,BGC0001474.1,"Streptomyces tateyamensis strain ATCC 21389 Streptomyces_tateyamensis_21389_contig_40, whole genome shotgun sequence",thiopeptide.TfuA-related,RiPPs,Streptomyces tateyamensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001475.1,BGC0001475.1,"Aspergillus terreus NIH2624 scaffold_6 genomic scaffold, whole genome shotgun sequence",terpene,Terpene,Aspergillus terreus NIH2624,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0001476.1,BGC0001476.1,"Streptomyces sp. strain ID38640 pseudouridimycin biosynthetic gene cluster, complete sequence",nucleoside,Others,Streptomyces sp.,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001477.1,BGC0001477.1,"Streptomyces sp. ID38640 lydicamycin biosynthesis gene cluster, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Streptomyces sp. ID38640,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001478.1,BGC0001478.1,"Streptomyces sp. ID38640 desferrioxamine biosynthesis gene cluster, complete sequence",siderophore,Others,Streptomyces sp. ID38640,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001479.1,BGC0001479.1,"Nostoc punctiforme PCC 73102 strain ATCC 29133 chromosome, complete genome",NRPS,NRPS,Nostoc punctiforme PCC 73102,"Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc",,MIBIG
BGC0001480.1,BGC0001480.1,"Methylobacter tundripaludum 21/22 T451DRAFT_scf7180000000002_quiver_dupTrim_4432.1_C, whole genome shotgun sequence",NRPS.butyrolactone,Others,Methylobacter tundripaludum 21/22,"Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter",,MIBIG
BGC0001483.1,BGC0001483.1,"Streptomyces sp. RM-5-8 pri gene cluster, complete sequence",indole,Others,Streptomyces sp. RM-5-8,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001484.1,BGC0001484.1,"Streptomyces sp. ATCC 39365 2'-chloropentostatin biosynthetic gene cluster, partial sequence",,Others,Actinomadura sp. ATCC 39365,"Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura",,MIBIG
BGC0001485.1,BGC0001485.1,"Actinoplanes tsinanensis strain CPCC 200056 chuangxinmycin biosynthetic gene cluster, complete sequence",bacteriocin,RiPPs,Actinoplanes tsinanensis,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes",,MIBIG
BGC0001486.1,BGC0001486.1,"Pseudomonas syringae pv. maculicola str. ES4326 contig13.14, whole genome shotgun sequence",bacteriocin,RiPPs,Pseudomonas syringae pv. maculicola str. ES4326,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0001487.1,BGC0001487.1,"Streptomyces cyaneofuscatus strain Soc7 3,7-dihydroxytropolone biosynthetic gene cluster, complete sequence",butyrolactone,Others,Streptomyces cyaneofuscatus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001488.1,BGC0001488.1,"Pseudomonas fluorescens WH6 chromosome, whole genome shotgun sequence",,Others,Pseudomonas fluorescens WH6,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0001489.1,BGC0001489.1,Cladonia uncialis subsp. uncialis clone SPAdes28 genomic sequence,T1PKS,PKSI,Cladonia uncialis subsp. uncialis,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Lecanorales,Lecanorineae,Cladoniaceae,Cladonia",,MIBIG
BGC0001491.1,BGC0001491.1,"Couchioplanes caeruleus subsp. caeruleus strain DSM 43634 Cont001, whole genome shotgun sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Couchioplanes caeruleus subsp. caeruleus,"Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Couchioplanes",,MIBIG
BGC0001492.1,BGC0001492.1,"Streptomyces sp. LC-6-2 abs biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces sp. LC-6-2,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001493.1,BGC0001493.1,"Streptomyces achromogenes subsp. achromogenes strain NRRL B-2120 contig2.1, whole genome shotgun sequence",lassopeptide,RiPPs,Streptomyces achromogenes subsp. achromogenes,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001494.1,BGC0001494.1,"Acinetobacter gyllenbergii CIP 110306 acVBN-supercont1.11, whole genome shotgun sequence",lassopeptide,RiPPs,Acinetobacter gyllenbergii CIP 110306,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter",,MIBIG
BGC0001495.1,BGC0001495.1,"Actinoallomurus fulvus K09-0307 DNA, Actinoallolide biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Actinoallomurus fulvus,"Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus",,MIBIG
BGC0001496.1,BGC0001496.1,"Actinokineospora spheciospongiae strain EG49 contig1268_1, whole genome shotgun sequence",lassopeptide,RiPPs,Actinokineospora spheciospongiae,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora",,MIBIG
BGC0001497.1,BGC0001497.1,"Streptomyces sp. strain ATCC 14903 actinonin biosynthetic gene cluster, complete sequence",NRPS,NRPS,Streptomyces sp.,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001498.1,BGC0001498.1,"Xenorhabdus szentirmaii DSM 16338 WGS project CBXF000000000 data, contig XENSZ_2115_Contig_30, whole genome shotgun sequence",siderophore,Others,Xenorhabdus szentirmaii DSM 16338,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus",,MIBIG
BGC0001499.1,BGC0001499.1,"Pantoea ananatis strain 15320 aerobactin biosynthetic gene cluster, complete sequence",siderophore,Others,Pantoea ananatis,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea",,MIBIG
BGC0001500.1,BGC0001500.1,"Actinoallomurus sp. ID145698 allocyclinone biosynthetic gene cluster, complete sequence",T2PKS,PKSother,Actinoallomurus sp. ID145698,"Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus",,MIBIG
BGC0001501.1,BGC0001501.1,"Fischerella sp. TAU ambiguine biosynthetic gene cluster, complete sequence",other,Others,Fischerella sp. TAU,"Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Fischerella",,MIBIG
BGC0001502.1,BGC0001502.1,"Aeromonas hydrophila subsp. hydrophila ATCC 7966 chromosome, complete genome",NRPS,NRPS,Aeromonas hydrophila subsp. hydrophila ATCC 7966,"Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas",,MIBIG
BGC0001503.1,BGC0001503.1,"Amycolatopsis sp. strain Hca4 ACM biosynthesis gene cluster, complete sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Amycolatopsis sp.,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0001504.1,BGC0001504.1,"Amycolatopsis sp. AA4 chromosome, complete genome",T1PKS,PKSI,Amycolatopsis sp. AA4,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",,MIBIG
BGC0001505.1,BGC0001505.1,"Sphaerospermopsis sp. LEGE 00249 sphaerocyclamide gene cluster, partial sequence",cyanobactin,RiPPs,Sphaerospermopsis sp. LEGE 00249,"Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Sphaerospermopsis",,MIBIG
BGC0001506.1,BGC0001506.1,"Streptomyces sp. NRRL S-146 contig56.1, whole genome shotgun sequence",lassopeptide,RiPPs,Streptomyces sp. NRRL S-146,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001507.1,BGC0001507.1,"Streptomyces olindensis strain DAUFPE 5622, whole genome shotgun sequence",lassopeptide,RiPPs,Streptomyces olindensis,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001508.1,BGC0001508.1,"Penicillium roqueforti strain CECT 2905 andrastin A biosynthesis gene cluster, complete sequence",T1PKS,PKSI,Penicillium roqueforti,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium",,MIBIG
BGC0001509.1,BGC0001509.1,"Pseudomonas fluorescens strain HKI0770 contig13, whole genome shotgun sequence",NRPS,NRPS,Pseudomonas fluorescens,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas",,MIBIG
BGC0001510.1,BGC0001510.1,"Streptomyces hygrospinosus strain ACCC40033 anisomycin gene cluster, complete sequence",,Others,Streptomyces hygrospinosus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001511.1,BGC0001511.1,"Actinosynnema pretiosum subsp. pretiosum strain ATCC 31280 ansamitocin gene cluster, complete sequence",NRPS-like.T1PKS,PKS-NRP_Hybrids,Actinosynnema pretiosum subsp. pretiosum,"Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinosynnema",,MIBIG
BGC0001512.1,BGC0001512.1,"Streptomyces sp. strain MA6657 anthrabenzoxocinone biosynthetic gene cluster, complete sequence",T2PKS,PKSother,Streptomyces sp.,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001513.1,BGC0001513.1,"Actinobacteria bacterium strain MA7150 anthrabenzoxocinones biosynthetic gene cluster, complete sequence",T2PKS,PKSother,Actinobacteria bacterium,"Bacteria,Actinobacteria",,MIBIG
BGC0001514.1,BGC0001514.1,"Streptomyces citricolor DNA, aristeromycin biosynthetic gene cluster, complete sequence, strain: NBRC 13005",,Others,Streptomyces citricolor,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001515.1,BGC0001515.1,TPA_asm: Aspergillus nidulans FGSC A4 chromosome II,NRPS,NRPS,Aspergillus nidulans FGSC A4,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0001516.1,BGC0001516.1,"Aspergillus flavus NRRL3357 scf_1106286417600 genomic scaffold, whole genome shotgun sequence",NRPS-like,NRPS,Aspergillus flavus NRRL3357,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0001517.1,BGC0001517.1,"Aspergillus terreus NIH2624 scaffold_14 genomic scaffold, whole genome shotgun sequence",NRPS,NRPS,Aspergillus terreus NIH2624,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0001518.1,BGC0001518.1,"Aspergillus oryzae RIB40 DNA, chromosome 3",NRPS,NRPS,Aspergillus oryzae RIB40,"Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus",,MIBIG
BGC0001519.1,BGC0001519.1,"Streptomyces aurantiacus JA 4570 Seq14, whole genome shotgun sequence",T1PKS.NRPS,PKS-NRP_Hybrids,Streptomyces aurantiacus JA 4570,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001520.1,BGC0001520.1,"Bacillus subtilis strain fmb60, whole genome shotgun sequence",transAT-PKS.transAT-PKS-like.T3PKS.PKS-like,PKSother,Bacillus subtilis,"Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus",,MIBIG
BGC0001521.1,BGC0001521.1,"Herpetosiphon aurantiacus DSM 785, complete genome",,Others,Herpetosiphon aurantiacus DSM 785,"Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon",,MIBIG
BGC0001522.1,BGC0001522.1,"Streptomyces filamentosus strain NRRL 15998 auroramycin biosynthetic gene cluster, complete sequence",T1PKS.oligosaccharide,Others,Streptomyces filamentosus,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001523.1,BGC0001523.1,"Streptomyces sp. 211726 azalomycin F biosynthetic gene cluster, complete sequence",T1PKS,PKSI,Streptomyces sp. 211726,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",,MIBIG
BGC0001524.1,BGC0001524.1,"Sulfurospirillum barnesii SES-3, complete genome",NRPS,NRPS,Sulfurospirillum barnesii SES-3,"Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum",,MIBIG
BGC0001525.1,BGC0001525.1,"Synechocystis salina LEGE 06155 glycosyltransferase, haemolysin-type calcium-binding repeat, dialkylresorcinol condensing enzyme (aromatase), dialkylresorcinol condensing enzyme (ketosynthase), glycosyltransferases, DevB family protein, DevC family protein, DevA family protein, and hypothetical proteins genes, complete cds",resorcinol,Others,Synechocystis salina LEGE 06155,"Bacteria,Cyanobacteria,Synechococcales,Merismopediaceae,Synechocystis",,MIBIG
