assembly_level,checkm_completeness,checkm_contamination,genome_size,ncbi_bioproject,mimag_quality,source,genome_id,gtdb_taxonomy,total_bgcs,bgcs_on_contig_edge
Contig/Scaffold,NA,1.61,5856925,PRJEB38681,MQ,genbank,GCA_903870785.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIOSP01;s__CAIOSP01 sp903861005,10,7
Contig/Scaffold,NA,3.36,5977875,PRJEB38681,MQ,genbank,GCA_903902565.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903885375,8,8
Contig/Scaffold,NA,4.03,8203773,PRJEB38681,MQ,genbank,GCA_903913725.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__SCUS01 sp903845045,14,14
Contig/Scaffold,NA,3.09,5568168,PRJEB38681,MQ,genbank,GCA_903917305.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIXAA01;s__CAIXAA01 sp903917305,4,4
Complete/Chromosome,NA,0,5013479,PRJNA224116,HQ,refseq,GCF_000013385.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter dehalogenans_B,7,0
Complete/Chromosome,NA,7.12,13033779,PRJNA224116,MQ,refseq,GCF_000067165.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Sorangium;s__Sorangium cellulosum_B,36,0
Complete/Chromosome,NA,3.08,10260756,PRJNA224116,HQ,refseq,GCF_000165485.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Stigmatella;s__Stigmatella aurantiaca_A,39,0
Complete/Chromosome,NA,5.16,9910441,PRJNA224116,MQ,refseq,GCF_002305855.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Melittangium;s__Melittangium boletus,34,0
Contig/Scaffold,NA,6.42,12433659,PRJNA224116,MQ,refseq,GCF_003387095.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium;s__Archangium gephyra,44,5
Contig/Scaffold,NA,0.8,9471940,PRJNA224116,HQ,refseq,GCF_003668875.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus interemptor,43,33
Contig/Scaffold,NA,0.78,9939891,PRJNA224116,HQ,refseq,GCF_003668895.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus coralloides,44,39
Contig/Scaffold,NA,4.74,12981589,PRJNA224116,HQ,refseq,GCF_005144585.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Polyangium;s__Polyangium fumosum,31,10
Complete/Chromosome,NA,0.65,9316378,PRJNA224116,HQ,refseq,GCF_006402415.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus_A,24,0
Contig/Scaffold,NA,4.24,5553159,PRJNA224116,MQ,refseq,GCF_007997015.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Lujinxingia;s__Lujinxingia sp007997015,6,0
Contig/Scaffold,NA,1.3,9136279,PRJNA224116,HQ,refseq,GCF_013116825.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus_B,29,23
Contig/Scaffold,NA,3.36,3869031,PRJNA348753,MQ,genbank,GCA_002425435.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__UBA796 sp002296975,4,4
Contig/Scaffold,NA,0.02,2721741,PRJNA391943,MQ,genbank,GCA_002726535.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__UBA9042;s__UBA9042 sp002726535,3,3
Contig/Scaffold,NA,1.05,5840230,PRJNA386568,MQ,genbank,GCA_003153015.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003153015,10,8
Contig/Scaffold,NA,1.35,2731202,PRJNA317502,MQ,genbank,GCA_003242475.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Vulgatibacteraceae;g__ZC4RG40;s__ZC4RG40 sp003242475,1,0
Contig/Scaffold,NA,2.15,5370514,PRJNA434545,MQ,genbank,GCA_003562835.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__SKON01;s__SKON01 sp007120035,9,8
Contig/Scaffold,NA,4.06,10201721,PRJNA272922,MQ,genbank,GCA_004173515.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sp004173515,65,60
Contig/Scaffold,NA,0.65,3310160,PRJNA531348,MQ,genbank,GCA_005805055.1,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9;o__XYA12-FULL-58-9;f__XYA12-FULL-58-9;g__SYDY01;s__SYDY01 sp005801425,3,3
Contig/Scaffold,NA,0,3423615,PRJNA453733,MQ,genbank,GCA_007120075.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SLQV01;g__SLQV01;s__SLQV01 sp007124745,9,8
Contig/Scaffold,NA,1.45,3314730,PRJNA453733,MQ,genbank,GCA_007124745.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SLQV01;g__SLQV01;s__SLQV01 sp007124745,10,10
Contig/Scaffold,NA,3.69,3318524,PRJNA453733,MQ,genbank,GCA_007127155.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__PWKZ01;g__PWKZ01;s__PWKZ01 sp003559575,3,3
Contig/Scaffold,NA,4.03,3431097,PRJNA453733,MQ,genbank,GCA_007129935.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__SLRQ01;f__SLRQ01;g__SLRQ01;s__SLRQ01 sp007130885,4,4
Contig/Scaffold,NA,1.45,3108301,PRJNA453733,MQ,genbank,GCA_007131285.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SLQV01;g__SLQV01;s__SLQV01 sp007131285,10,7
Contig/Scaffold,NA,3.58,3807901,PRJNA453733,MQ,genbank,GCA_007134265.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__PWKZ01;g__PWKZ01;s__PWKZ01 sp003559575,4,4
Contig/Scaffold,NA,0.65,2274348,PRJNA560329,MQ,genbank,GCA_009781495.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__WRKR01;s__WRKR01 sp009781495,4,4
Contig/Scaffold,NA,3.06,4423268,PRJNA623061,HQ,genbank,GCA_013042225.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__SG8-38 sp004283055,3,3
Contig/Scaffold,NA,1.94,5774690,PRJNA482655,HQ,genbank,GCA_013214025.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JABSRN01;s__JABSRN01 sp013214025,7,6
Contig/Scaffold,NA,2.71,1611456,PRJNA613976,MQ,genbank,GCA_014238595.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__J016;g__JABAAV01;s__JABAAV01 sp014238595,2,1
Contig/Scaffold,NA,4.52,6028627,PRJEB38681,MQ,genbank,GCA_903828805.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__Sandaracinus;s__Sandaracinus sp903828805,7,7
Contig/Scaffold,NA,3.76,5689464,PRJEB38681,MQ,genbank,GCA_903853905.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903900265,10,10
Contig/Scaffold,NA,1.9,6522253,PRJEB38681,MQ,genbank,GCA_903862435.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903896545,3,2
Contig/Scaffold,NA,3.36,6001553,PRJEB38681,MQ,genbank,GCA_903884795.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903885375,8,7
Contig/Scaffold,NA,3.36,6012461,PRJEB38681,MQ,genbank,GCA_903885375.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp903885375,8,5
Contig/Scaffold,NA,2.62,7967137,PRJEB38681,MQ,genbank,GCA_903885495.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903844155,15,11
Contig/Scaffold,NA,2.62,7987539,PRJEB38681,MQ,genbank,GCA_903886265.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903844155,15,10
Contig/Scaffold,NA,2.59,4493972,PRJEB38681,MQ,genbank,GCA_903957975.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__DTJE01;f__DTJE01;g__CAIZWN01;s__CAIZWN01 sp903936705,5,5
Complete/Chromosome,NA,2.93,9446314,PRJNA224116,HQ,refseq,GCF_000024805.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium;s__Haliangium ochraceum,26,0
Complete/Chromosome,NA,1.62,9003593,PRJNA224116,HQ,refseq,GCF_000219105.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus macrosporus,25,0
Complete/Chromosome,NA,0.67,9490432,PRJNA224116,HQ,refseq,GCF_000280925.3,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus hansupus,31,0
Contig/Scaffold,NA,0.78,9069515,PRJNA224116,HQ,refseq,GCF_003600865.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sp003600865,27,6
Complete/Chromosome,NA,0.65,9429999,PRJNA224116,HQ,refseq,GCF_006402015.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus_A,23,0
Contig/Scaffold,NA,0.65,9046872,PRJNA224116,HQ,refseq,GCF_006547325.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp010998615,24,13
Contig/Scaffold,NA,1.95,9273113,PRJNA224116,HQ,refseq,GCF_006547355.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus virescens,24,14
Contig/Scaffold,NA,2.26,2833891,PRJNA297196,MQ,genbank,GCA_001920585.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp001918155,3,3
Contig/Scaffold,NA,1.64,4201276,PRJNA348753,MQ,genbank,GCA_002348535.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA796;g__UBA796;s__UBA796 sp002348535,5,4
Contig/Scaffold,NA,0.32,2679101,PRJNA391943,MQ,genbank,GCA_002722845.1,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151;s__UBA4151 sp002722845,3,3
Contig/Scaffold,NA,1.31,6028810,PRJNA386568,MQ,genbank,GCA_003136095.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__Fen-1118 sp003136095,16,15
Contig/Scaffold,NA,2.1,8662291,PRJNA386568,MQ,genbank,GCA_003154095.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__FEN-1139;s__FEN-1139 sp003154095,11,10
Contig/Scaffold,NA,1.94,4682241,PRJNA386568,MQ,genbank,GCA_003161835.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__FEN-1088;s__FEN-1088 sp003161835,6,6
Contig/Scaffold,NA,3.23,3946580,PRJNA434545,MQ,genbank,GCA_003559575.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__PWKZ01;f__PWKZ01;g__PWKZ01;s__PWKZ01 sp003559575,4,3
Contig/Scaffold,NA,1.75,6579730,PRJNA531348,MQ,genbank,GCA_005792815.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp005778355,4,4
Contig/Scaffold,NA,1.94,4773856,PRJNA560329,MQ,genbank,GCA_009781005.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;s__Labilithrix sp009781005,4,3
Contig/Scaffold,NA,0.32,3772816,PRJNA480137,MQ,genbank,GCA_011368045.1,d__Bacteria;p__Myxococcota;c__B64-G9;o__B64-G9;f__B64-G9;g__JAAZNF01;s__JAAZNF01 sp011368045,1,1
Contig/Scaffold,NA,4.19,4844595,PRJNA557557,HQ,genbank,GCA_013152945.1,d__Bacteria;p__Myxococcota;c__JAADFL01;o__JAADFL01;f__JAADFL01;g__JAADFL01;s__JAADFL01 sp013152945,6,5
Contig/Scaffold,NA,0.32,4276244,PRJNA613976,MQ,genbank,GCA_014240165.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__JAZXM01;s__JAZXM01 sp014240165,2,1
Contig/Scaffold,NA,1.96,6265650,PRJEB38681,MQ,genbank,GCA_903825385.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903929795,3,1
Contig/Scaffold,NA,0.67,5847306,PRJEB38681,MQ,genbank,GCA_903842345.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903842345,3,0
Contig/Scaffold,NA,0.67,6020203,PRJEB38681,MQ,genbank,GCA_903876705.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,3,2
Contig/Scaffold,NA,0.22,5586758,PRJEB38681,MQ,genbank,GCA_903897135.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIMEY01;s__CAIMEY01 sp903840165,5,5
Contig/Scaffold,NA,0.69,6353686,PRJEB38681,MQ,genbank,GCA_903929795.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903929795,3,1
Contig/Scaffold,NA,0.97,5228981,PRJEB38681,MQ,genbank,GCA_903936925.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAJBNH01;s__CAJBNH01 sp903955385,2,0
Contig/Scaffold,NA,1.29,5275025,PRJEB38681,MQ,genbank,GCA_903954305.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAJBNH01;s__CAJBNH01 sp903955385,2,1
Complete/Chromosome,NA,1.3,9139763,PRJNA224116,HQ,refseq,GCF_000012685.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus xanthus,24,0
Contig/Scaffold,NA,4.7,9010436,PRJNA224116,MQ,refseq,GCF_002994615.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Enhygromyxa;s__Enhygromyxa salina_A,32,21
Contig/Scaffold,NA,0.13,9232290,PRJNA224116,HQ,refseq,GCF_009909145.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus sp009909145,37,8
Contig/Scaffold,NA,2.6,13434823,PRJNA224116,HQ,refseq,GCF_010894405.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp010894405,40,13
Contig/Scaffold,NA,1.3,11616490,PRJNA224116,HQ,refseq,GCF_013336625.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Myxococcus;s__Myxococcus sp013336725,30,5
Contig/Scaffold,NA,0.81,4829832,PRJNA224116,HQ,refseq,GCF_013340205.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__R267;s__R267 sp013340205,6,2
Contig/Scaffold,NA,4.29,11612870,PRJNA224116,MQ,refseq,GCF_900112715.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__Nannocystis exedens,31,4
Contig/Scaffold,NA,5.49,4470947,PRJNA391943,MQ,genbank,GCA_002720175.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__UBA6601;s__UBA6601 sp002433485,5,2
Contig/Scaffold,NA,2.6,6002914,PRJNA386568,HQ,genbank,GCA_003142855.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003142855,8,3
Contig/Scaffold,NA,5.7,9278725,PRJNA386568,MQ,genbank,GCA_003153055.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__FEN-1143;s__FEN-1143 sp003153055,14,12
Contig/Scaffold,NA,2.58,5587889,PRJNA386568,MQ,genbank,GCA_003153875.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003153875,7,6
Contig/Scaffold,NA,1.31,5576320,PRJNA386568,MQ,genbank,GCA_003159015.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1118;s__Fen-1118 sp003136095,13,13
Contig/Scaffold,NA,5.16,6210408,PRJNA386568,MQ,genbank,GCA_003161935.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158735,10,9
Contig/Scaffold,NA,0,4088404,PRJNA531348,MQ,genbank,GCA_005788935.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__PHBI01;f__PHBI01;g__SYAK01;s__SYAK01 sp005788935,3,3
Contig/Scaffold,NA,3.87,2737823,PRJNA453733,MQ,genbank,GCA_007121905.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__SLRQ01;f__SLRQ01;g__SLRQ01;s__SLRQ01 sp007130885,2,1
Contig/Scaffold,NA,1.77,4243362,PRJNA453733,MQ,genbank,GCA_007128675.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__SLRQ01;f__SLRQ01;g__SKWY01;s__SKWY01 sp007128675,3,2
Contig/Scaffold,NA,1.29,5822187,PRJNA521725,MQ,genbank,GCA_009692465.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp009692465,4,2
Contig/Scaffold,NA,4.31,6940218,PRJNA598059,MQ,genbank,GCA_011526585.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__PHBI01;f__PHBI01;g__WYBB01;s__WYBB01 sp011526585,11,9
Contig/Scaffold,NA,3.87,3119548,PRJNA602310,MQ,genbank,GCA_012522445.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__JAAYKL01;f__JAAYKL01;g__JAAYKL01;s__JAAYKL01 sp012522445,2,2
Contig/Scaffold,NA,2.19,4420391,PRJNA623061,HQ,genbank,GCA_013042435.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__SG8-38 sp004283055,4,2
Contig/Scaffold,NA,3.23,6213341,PRJNA630822,MQ,genbank,GCA_013697635.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__JACCWM01;s__JACCWM01 sp013697635,9,7
Contig/Scaffold,NA,0.79,6391888,PRJEB38681,MQ,genbank,GCA_903858265.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,3,2
Contig/Scaffold,NA,0.67,5705059,PRJEB38681,MQ,genbank,GCA_903872955.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903842345,3,0
Contig/Scaffold,NA,3.28,7063072,PRJEB38681,MQ,genbank,GCA_903880605.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__CAIXZC01;f__CAITUV01;g__CAITUV01;s__CAITUV01 sp903895725,4,3
Contig/Scaffold,NA,2.93,7270480,PRJEB38681,MQ,genbank,GCA_903887525.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903875225,11,8
Contig/Scaffold,NA,1.52,6777678,PRJEB38681,MQ,genbank,GCA_903894755.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__CAITRH01;s__CAITRH01 sp903894755,9,8
Contig/Scaffold,NA,1.29,6967057,PRJEB38681,MQ,genbank,GCA_903919145.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903919145,3,2
Complete/Chromosome,NA,7.44,12191466,PRJNA224116,MQ,refseq,GCF_001263205.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Labilithrix;s__Labilithrix luteola,15,0
Contig/Scaffold,NA,1.3,10453054,PRJNA224116,HQ,refseq,GCF_003986945.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus exiguus,44,39
Complete/Chromosome,NA,4.65,8047206,PRJNA224116,HQ,refseq,GCF_007993775.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__Persicimonas;s__Persicimonas caeni,8,0
Contig/Scaffold,NA,3.41,8694123,PRJNA348753,MQ,genbank,GCA_002344285.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__UBA2376;s__UBA2376 sp002344285,11,8
Contig/Scaffold,NA,0.35,3367567,PRJNA348753,MQ,genbank,GCA_002380655.1,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA4151;f__UBA4151;g__UBA4151;s__UBA4151 sp002696345,2,2
Contig/Scaffold,NA,1.72,4595748,PRJNA348753,MQ,genbank,GCA_002433485.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__UBA9615;g__UBA6601;s__UBA6601 sp002433485,6,5
Contig/Scaffold,NA,0.72,4253269,PRJNA391943,MQ,genbank,GCA_002716585.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__GCA-2716585;g__GCA-2716585;s__GCA-2716585 sp002716585,1,0
Contig/Scaffold,NA,1.75,7559162,PRJNA386568,MQ,genbank,GCA_003151595.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PALSA-1152;s__PALSA-1152 sp003151595,17,8
Contig/Scaffold,NA,1.94,4363651,PRJNA392119,MQ,genbank,GCA_003696955.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__J032;s__J032 sp003696955,7,5
Contig/Scaffold,NA,1.29,2459948,PRJNA526329,MQ,genbank,GCA_004356735.1,d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__SMWR01;g__SMWR01;s__SMWR01 sp004356735,2,2
Contig/Scaffold,NA,2.63,5069999,PRJNA531348,MQ,genbank,GCA_005776735.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp005776735,3,2
Contig/Scaffold,NA,3.06,6143456,PRJNA531348,MQ,genbank,GCA_005798325.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__SXNL01;s__SXNL01 sp005777185,5,4
Contig/Scaffold,NA,3.23,5185009,PRJNA453733,MQ,genbank,GCA_007135085.1,d__Bacteria;p__Myxococcota;c__Bradymonadia;o__Bradymonadales;f__Bradymonadaceae;g__SLJM01;s__SLJM01 sp007135085,6,5
Contig/Scaffold,NA,1.96,4919394,PRJNA377096,MQ,genbank,GCA_007693595.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__REDI01;s__REDI01 sp007693595,6,4
Contig/Scaffold,NA,2.06,6699292,PRJNA480137,MQ,genbank,GCA_011376105.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__DRPG01;s__DRPG01 sp011376105,13,12
Contig/Scaffold,NA,2.34,3765437,PRJNA602310,MQ,genbank,GCA_012744445.1,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__JAAYBZ01;s__JAAYBZ01 sp012744445,9,5
Contig/Scaffold,NA,3.78,5873871,PRJEB38681,MQ,genbank,GCA_903838005.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__CAIUMM01;s__CAIUMM01 sp903900265,10,10
Contig/Scaffold,NA,0.65,5805867,PRJEB38681,MQ,genbank,GCA_903871265.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIMEY01;s__CAIMEY01 sp903840165,4,1
Contig/Scaffold,NA,1.77,5791704,PRJEB38681,MQ,genbank,GCA_903875475.1,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__CAIOSP01;s__CAIOSP01 sp903861005,10,7
Contig/Scaffold,NA,0.68,5911302,PRJEB38681,MQ,genbank,GCA_903878715.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,4,3
Contig/Scaffold,NA,0.67,5846871,PRJEB38681,MQ,genbank,GCA_903882615.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903842345,3,2
Contig/Scaffold,NA,0.65,5989005,PRJEB38681,MQ,genbank,GCA_903883645.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__SXRM01;s__SXRM01 sp903883645,3,3
Contig/Scaffold,NA,2.67,6006215,PRJEB38681,MQ,genbank,GCA_903887475.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903929795,2,0
Contig/Scaffold,NA,0.82,5897577,PRJEB38681,MQ,genbank,GCA_903893325.1,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__CAIYBN01;s__CAIYBN01 sp903842345,3,0
Contig/Scaffold,NA,1.29,4558996,PRJEB38681,MQ,genbank,GCA_903904005.1,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__CAIOAK01;s__CAIOAK01 sp903904005,8,5
