genome_id,original_genome_id,source,organism,genus,species,strain,closest_placement_reference,Taxonomy,Genome size (bp),%GC,CheckM completeness,CheckM contamination,MAG draft quality,Site,Year,Environment,Sample,Depth (cm),BGCs,BGCs (in >10kb contigs),CD domains,KS domains,CD+KS domains,Depth trend,Vegetation trend,Previous publication,classification
ANG_380,Betaproteobacteria_ANG_380,custom,,,,,,Betaproteobacteria,4138301.0,66.0,97.1,0.68,High,Sagehorn,2016.0,Garry oak,Sage2_L_115_16,115.0,3.0,3.0,0.0,1.0,1.0,neither,tree,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__CAISUK01;s__
ANG_346,Chloroflexi_ANG_346,custom,,,,,,Chloroflexi,5086198.0,65.18,90.1,2.18,High,Rivendell,2015.0,Douglas fir,15con2h1_8,200.0,5.0,3.0,0.0,1.0,1.0,deep,neither,,d__Bacteria;p__Chloroflexota;c__UBA5177;o__;f__;g__;s__
10562_68_13,14_0927_12_20cm_Deltaproteobacteria_10562_68_13,custom,,,,,,Deltaproteobacteria,4443988.0,68.21,96.77,1.29,High,Angelo,2014.0,Meadow grassland,14_0927_12_20cm,20.0,5.0,3.0,0.0,1.0,1.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__40CM-4-68-19;g__40CM-4-68-19;s__40CM-4-68-19 sp005879315
159_36_9,14_0903_02_30cm_Rickettsiella_grylli_159_36_9,custom,,,,,,Gammaproteobacteria,2234490.0,36.23,92.44,0.87,High,Angelo,2014.0,Meadow grassland,14_0903_02_30cm,30.0,4.0,3.0,1.0,0.0,1.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__Rickettsiella_A;s__Rickettsiella_A sp005877695
AG21,Gemmatimonadetes_AG21,custom,,,,,,Gemmatimonadetes,3714046.0,69.29,94.32,3.3,High,Angelo,2014.0,Meadow grassland,14_0927_05_20cm,20.0,3.0,3.0,1.0,0.0,1.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41 sp003222055
ANG_368,Latescibacteria_ANG_368,custom,,,,,,Latescibacteria,3371100.0,66.17,98.9,2.26,High,Angelo,2014.0,Meadow grassland,14_0903_16_40cm,40.0,4.0,3.0,1.0,0.0,1.0,neither,neither,,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__WS-7;s__WS-7 sp005893275
ANG_394,Actinobacteria_ANG_394,custom,,,,,,Actinobacteria,2554375.0,69.26,93.1,2.67,High,Rivendell,2013.0,Douglas fir,2013_60cm,60.0,2.0,2.0,1.0,0.0,1.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__
ANG_360,Alphaproteobacteria_ANG_360,custom,,,,,,Alphaproteobacteria,4899692.0,63.28,90.53,2.23,High,Rivendell,2013.0,Douglas fir,2013_60cm,60.0,4.0,2.0,1.0,0.0,1.0,shallow,neither,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__
ANG_336,Gammaproteobacteria_ANG_336,custom,,,,,,Gammaproteobacteria,3000205.0,68.88,90.07,2.91,High,Sagehorn,2016.0,Garry oak,Sage2_L_40_16,40.0,6.0,2.0,0.0,1.0,1.0,shallow,neither,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__13-2-20CM-66-19 sp001914695
ANG_350,Gammaproteobacteria_ANG_350,custom,,,,,,Gammaproteobacteria,3649999.0,67.18,92.18,3.33,High,Sagehorn,2016.0,Garry oak,Sage2_L_20_16,20.0,5.0,2.0,0.0,1.0,1.0,shallow,neither,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__13-2-20CM-66-19;s__13-2-20CM-66-19 sp005877965
ANG_398,Gemmatimonadetes_ANG_398,custom,,,,,,Gemmatimonadetes,3196190.0,69.27,94.51,3.3,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,2.0,2.0,1.0,0.0,1.0,deep,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41 sp003220855
ANG_397,Gemmatimonadetes_ANG_397,custom,,,,,,Gemmatimonadetes,3503065.0,68.85,96.7,3.3,High,Angelo,2014.0,Meadow grassland,14_0929_02_20cm,20.0,2.0,2.0,1.0,0.0,1.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41 sp003222085
ANG_400,Gemmatimonadetes_ANG_400,custom,,,,,,Gemmatimonadetes,3865685.0,69.07,97.25,3.3,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_60_16,60.0,2.0,2.0,1.0,0.0,1.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__
ANG_406,Gemmatimonadetes_ANG_406,custom,,,,,,Gemmatimonadetes,3313190.0,69.34,90.81,3.5,High,Angelo,2014.0,Meadow grassland,14_1009_09_20cm,20.0,2.0,1.0,1.0,0.0,1.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41 sp003222055
ANG_408,Gemmatimonadetes_ANG_408,custom,,,,,,Gemmatimonadetes,3062194.0,69.48,91.66,3.5,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,2.0,1.0,1.0,0.0,1.0,neither,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__
ANG_405,Gemmatimonadetes_ANG_405,custom,,,,,,Gemmatimonadetes,3498411.0,69.13,92.33,4.6,High,Angelo,2014.0,Meadow grassland,14_0903_12_30cm,30.0,2.0,1.0,1.0,0.0,1.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__AG41 sp003220855
ANG_409,Gemmatimonadetes_ANG_409,custom,,,,,,Gemmatimonadetes,3204634.0,68.76,95.08,2.3,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_40_16,40.0,2.0,1.0,1.0,0.0,1.0,shallow,grassland,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__
ANG_414,Armatimonadetes_ANG_414,custom,,,,,,Armatimonadetes,2864073.0,65.07,93.52,2.22,High,Angelo,2014.0,Meadow grassland,14_0903_09_30cm,30.0,1.0,0.0,1.0,0.0,1.0,deep,neither,,d__Bacteria;p__CSP1-3;c__CSP1-3;o__CSP1-3;f__13-1-40CM-64-14;g__NP-4;s__NP-4 sp005882295
ANG_411,Dormibacteraeota_ANG_411,custom,,,,,,Dormibacteraeota,3288169.0,65.48,98.87,4.25,High,Angelo,2014.0,Meadow grassland,14_0927_09_20cm,20.0,1.0,0.0,0.0,1.0,1.0,deep,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__40CM-4-65-16 sp005889085
ANG_416,Gemmatimonadetes_ANG_416,custom,,,,,,Gemmatimonadetes,3428489.0,60.86,98.9,4.95,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,1.0,0.0,1.0,0.0,1.0,shallow,tree,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__UBA4720;s__UBA4720 sp003221805
ANG_419,Actinobacteria_ANG_419,custom,,,,,,Actinobacteria,6729817.0,71.15,95.73,2.75,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_80_16,80.0,12.0,12.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__
ANG_420,Actinobacteria_ANG_420,custom,,,,,,Actinobacteria,7087923.0,70.89,96.55,2.56,High,Sagehorn,2016.0,Hilly grassland,Sage1_L_80_16,80.0,11.0,11.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__
ANG_421,Acidobacteria_ANG_421,custom,,,,,,Acidobacteria,7316563.0,53.47,95.73,4.62,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,10.0,10.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__
ANG_427,Actinobacteria_ANG_427,custom,,,,,,Actinobacteria,5204957.0,71.47,99.15,2.23,High,Sagehorn,2016.0,Garry oak,Sage2_L_100_16,100.0,8.0,8.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__;f__;g__;s__
gp2_AA90,Acidobacteria_gp2_AA90,custom,,,,,,Acidobacteria,6817407.0,57.43,93.73,3.49,High,Angelo,2014.0,Meadow grassland,14_0927_12_20cm,20.0,7.0,7.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224085
ANG_435,Nitrospirae_ANG_435,custom,,,,,,Nitrospirae,2747322.0,58.55,95.55,3.18,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,7.0,7.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__NS-4;g__NS-4;s__NS-4 sp005877815
ANG_436,Acidobacteria_ANG_436,custom,,,,,,Acidobacteria,8671895.0,57.81,95.51,3.42,High,Angelo,2014.0,Meadow grassland,14_0903_13_20cm,20.0,6.0,6.0,0.0,0.0,0.0,shallow,tree,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223215
ANG_437,Acidobacteria_ANG_437,custom,,,,,,Acidobacteria,6366778.0,57.59,98.88,1.14,High,Rivendell,2015.0,Douglas fir,15con2h3_4A,120.0,6.0,6.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__JABCYV01;s__
4799_66_28,14_0903_13_30cm_Alphaproteobacteria_4799_66_28,custom,,,,,,Alphaproteobacteria,5395313.0,65.52,95.17,1.73,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,6.0,6.0,0.0,0.0,0.0,shallow,neither,"Diamond et al., 2019",d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__PALSA-894;s__PALSA-894 sp005884685
ANG_442,Acidobacteria_ANG_442,custom,,,,,,Acidobacteria,7270408.0,56.37,91.45,4.27,High,Sagehorn,2016.0,Garry oak,Sage2_L_60_16,60.0,6.0,5.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__20CM-2-55-15 sp003222815
ANG_465,Acidobacteria_ANG_465,custom,,,,,,Acidobacteria,5674099.0,57.51,91.93,3.47,High,Rivendell,2016.0,Madrone,Mad1_40_16,40.0,5.0,5.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__
ANG_461,Acidobacteria_ANG_461,custom,,,,,,Acidobacteria,4608194.0,57.74,93.59,3.85,High,Angelo,2014.0,Meadow grassland,14_0929_12_40cm,40.0,5.0,5.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224145
ANG_459,Acidobacteria_ANG_459,custom,,,,,,Acidobacteria,7150520.0,57.73,94.87,2.99,High,Angelo,2014.0,Meadow grassland,14_0903_09_40cm,40.0,5.0,5.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003225295
ANG_466,Acidobacteria_ANG_466,custom,,,,,,Acidobacteria,4597282.0,60.47,95.03,0.85,High,Rivendell,2016.0,Madrone,Mad1_60_16,60.0,5.0,5.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA133;s__
ANG_467,Acidobacteria_ANG_467,custom,,,,,,Acidobacteria,5603611.0,54.01,95.46,2.56,High,Sagehorn,2016.0,Garry oak,Sage2_L_60_16,60.0,5.0,5.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__
gp2_AA92,Acidobacteria_gp2_AA92,custom,,,,,,Acidobacteria,6359352.0,57.49,95.73,2.56,High,Angelo,2014.0,Meadow grassland,14_0919_09_20cm,20.0,6.0,5.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003223245
ANG_463,Acidobacteria_ANG_463,custom,,,,,,Acidobacteria,6236264.0,55.87,95.73,4.7,High,Rivendell,2015.0,Douglas fir,15con2h1_4A,120.0,5.0,5.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__
ANG_447,Mesorhizobium_ANG_447,custom,,,,,,Alphaproteobacteria,5912414.0,63.08,90.34,0.61,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,6.0,5.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__
ANG_477,Alphaproteobacteria_ANG_477,custom,,,,,,Alphaproteobacteria,4994500.0,65.35,93.54,3.61,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_40_16,40.0,5.0,5.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__AP-16;s__AP-16 sp005884745
ANG_457,Nitrospirae_ANG_457,custom,,,,,,Nitrospirae,2856937.0,61.49,97.67,2.8,High,Angelo,2014.0,Meadow grassland,14_0903_16_30cm,30.0,6.0,5.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__40CM-3-62-11;s__40CM-3-62-11 sp001914955
gp3_AA111,Acidobacteria_gp3_AA111,custom,,,,,,Acidobacteria,6331374.0,60.05,90.07,0.0,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,5.0,4.0,0.0,0.0,0.0,deep,tree,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-187;s__
ANG_468,Acidobacteria_ANG_468,custom,,,,,,Acidobacteria,5534249.0,57.11,94.02,2.56,High,Sagehorn,2016.0,Garry oak,Sage2_R_20_16,20.0,5.0,4.0,0.0,0.0,0.0,shallow,tree,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__
ANG_491,Acidobacteriales_ANG_491,custom,,,,,,Acidobacteria,3679749.0,55.25,94.53,1.28,High,Sagehorn,2016.0,Garry oak,Sage2_L_40_16,40.0,4.0,4.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__40CM-3-55-5;s__40CM-3-55-5 sp001918935
ANG_490,Acidobacteria_ANG_490,custom,,,,,,Acidobacteria,3257958.0,67.41,96.31,3.42,High,Rivendell,2013.0,Douglas fir,2013_60cm,60.0,4.0,4.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__QHXZ01;s__
gp4_AA15,Acidobacteria_gp4_AA15,custom,,,,,,Acidobacteria,4342350.0,53.38,97.44,2.61,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,4.0,4.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__OLB17 sp003223025
ANG_474,Actinobacteria_ANG_474,custom,,,,,,Actinobacteria,4440441.0,68.85,93.82,1.81,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_113_16,115.0,5.0,4.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__
9660_70_8,14_1009_16_30cm_Actinobacteria_9660_70_8,custom,,,,,,Actinobacteria,4479053.0,70.16,96.93,2.14,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,4.0,4.0,0.0,0.0,0.0,neither,neither,"Diamond et al., 2019",d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__AC-14;g__AC-14;s__AC-14 sp005888325
ANG_475,Actinobacteria_ANG_475,custom,,,,,,Actinobacteria,6632738.0,68.7,98.75,2.67,High,Sagehorn,2016.0,Garry oak,Sage2_L_80_16,80.0,5.0,4.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__UBA9676;s__
ANG_478,Bradyrhizobium_ANG_478,custom,,,,,,Alphaproteobacteria,5110825.0,60.37,91.49,1.61,High,Angelo,2014.0,Meadow grassland,14_0929_05_20cm,20.0,5.0,4.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp005884855
ANG_510,Alphaproteobacteria_ANG_510,custom,,,,,,Alphaproteobacteria,4408493.0,63.52,96.29,3.28,High,Rivendell,2016.0,Madrone,Mad1_115_16,115.0,4.0,4.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__
ANG_515,Dormibacteraeota_ANG_515,custom,,,,,,Dormibacteraeota,3060363.0,64.77,90.19,0.93,High,Angelo,2014.0,Meadow grassland,14_0919_09_20cm,20.0,4.0,4.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__CF-13;s__CF-13 sp005880395
ANG_525,Gemmatimonadetes_ANG_525,custom,,,,,,Gemmatimonadetes,3216573.0,69.29,93.29,2.2,High,Angelo,2014.0,Meadow grassland,14_1009_13_40cm,40.0,4.0,4.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__AG41;s__
ANG_527,Nitrospirae_ANG_527,custom,,,,,,Nitrospirae,2887636.0,58.29,91.2,3.64,High,Angelo,2014.0,Meadow grassland,14_1009_16_30cm,30.0,4.0,4.0,0.0,0.0,0.0,deep,neither,,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__NS-7;s__NS-7 sp005877775
ANG_528,Nitrospirae_ANG_528,custom,,,,,,Nitrospirae,2361247.0,62.43,94.04,2.73,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,4.0,4.0,0.0,0.0,0.0,deep,grassland,,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__NS-4;g__NS-12;s__NS-12 sp005877615
ANG_494,Acidobacteria_ANG_494,custom,,,,,,Acidobacteria,4944344.0,57.32,91.03,1.5,High,Angelo,2014.0,Meadow grassland,14_1009_16_40cm,40.0,4.0,3.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__
gp2_AA96,Acidobacteria_gp2_AA96,custom,,,,,,Acidobacteria,4528585.0,57.98,91.14,1.78,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,3.0,3.0,0.0,0.0,0.0,neither,tree,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224055
ANG_492,Acidobacteria_ANG_492,custom,,,,,,Acidobacteria,5054332.0,57.31,91.83,2.56,High,Angelo,2014.0,Meadow grassland,14_1009_05_20cm,20.0,4.0,3.0,0.0,0.0,0.0,shallow,neither,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224105
gp2_AA102,Acidobacteria_gp2_AA102,custom,,,,,,Acidobacteria,6649346.0,57.42,92.31,3.42,High,Angelo,2014.0,Meadow grassland,14_0903_13_20cm,20.0,5.0,3.0,0.0,0.0,0.0,shallow,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__UBA7541;s__UBA7541 sp003224525
gp2_AA82,Acidobacteria_gp2_AA82,custom,,,,,,Acidobacteria,6168009.0,57.36,94.44,4.27,High,Angelo,2014.0,Meadow grassland,14_0903_13_30cm,30.0,4.0,3.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7541;f__UBA7541;g__Palsa-189;s__Palsa-189 sp003223325
ANG_546,Acidobacteria_ANG_546,custom,,,,,,Acidobacteria,4201767.0,69.39,95.73,1.78,High,Sagehorn,2016.0,Garry oak,Sage2_L_100_16,100.0,3.0,3.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Acidobacteriota;c__Mor1;o__Gp22-AA2;f__Gp22-AA2;g__QHXZ01;s__
ANG_547,Acidobacteriales_ANG_547,custom,,,,,,Acidobacteria,3759054.0,56.27,97.22,0.85,High,Sagehorn,2016.0,Garry oak,Sage2_L_60_16,60.0,3.0,3.0,0.0,0.0,0.0,deep,tree,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA145;s__
gp1_AA121,Acidobacteria_gp1_AA121,custom,,,,,,Acidobacteria,7479097.0,57.47,98.81,1.57,High,Angelo,2014.0,Meadow grassland,14_0903_12_30cm,30.0,3.0,3.0,0.0,0.0,0.0,neither,neither,"Crits-Christoph et al., 2018; Diamond et al., 2019",d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA122;s__Gp1-AA122 sp003225055
ANG_542,Acidobacteria_ANG_542,custom,,,,,,Acidobacteria,6999201.0,57.18,98.81,2.14,High,Angelo,2014.0,Meadow grassland,14_0929_12_30cm,30.0,3.0,3.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Gp1-AA122;s__
ANG_556,Actinobacteria_ANG_556,custom,,,,,,Actinobacteria,6565401.0,72.77,91.59,3.7,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,3.0,3.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__
ANG_555,Streptosporangiales_ANG_555,custom,,,,,,Actinobacteria,6732582.0,67.84,93.71,2.86,High,Rivendell,2013.0,Douglas fir,2013_40cm,40.0,3.0,3.0,0.0,0.0,0.0,shallow,grassland,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__UBA9676;s__
ANG_560,Actinobacteria_ANG_560,custom,,,,,,Actinobacteria,5269163.0,69.11,96.42,0.58,High,Sagehorn,2016.0,Garry oak,Sage2_R_80_16,80.0,3.0,3.0,0.0,0.0,0.0,neither,neither,,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Jatrophihabitantaceae;g__WQZC01;s__
ANG_481,Bacteroidetes_ANG_481,custom,,,,,,Bacteroidetes,7057923.0,36.41,97.54,2.76,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_100_16,100.0,5.0,3.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Panacibacter;s__
ANG_569,Betaproteobacteria_ANG_569,custom,,,,,,Betaproteobacteria,3100598.0,66.43,94.73,2.46,High,Angelo,2014.0,Meadow grassland,14_0927_05_20cm,20.0,3.0,3.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp005881595
ANG_482,Deltaproteobacteria_ANG_482,custom,,,,,,Deltaproteobacteria,5864584.0,53.22,93.2,3.87,High,Rivendell,2016.0,Madrone,Mad1_60_16,60.0,5.0,3.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-1;s__
ANG_575,Deltaproteobacteria_ANG_575,custom,,,,,,Deltaproteobacteria,4678245.0,72.39,95.27,1.64,High,Sagehorn,2016.0,Hilly grassland,Sage1_R_60_16,60.0,3.0,3.0,0.0,0.0,0.0,neither,grassland,,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__R267;s__
ANG_576,Deltaproteobacteria_ANG_576,custom,,,,,,Deltaproteobacteria,4715046.0,71.7,97.74,1.29,High,Sagehorn,2016.0,Garry oak,Sage2_R_80_16,80.0,3.0,3.0,0.0,0.0,0.0,neither,tree,,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__R267;s__
8698_65_8,14_1009_12_40cm_Bacteria_8698_65_8,custom,,,,,,Dormibacteraeota,3334590.0,65.45,93.21,3.07,High,Angelo,2014.0,Meadow grassland,14_1009_12_40cm,40.0,3.0,3.0,0.0,0.0,0.0,deep,tree,"Diamond et al., 2019",d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__CF-121;f__CF-121;g__CF-13;s__CF-13 sp005882045
